y,x,pres,rep,rangepar,disp,method
92,1,1,69,30,2,neutral
90,2,1,69,30,2,neutral
78,3,1,69,30,2,neutral
90,3,1,69,30,2,neutral
92,3,1,69,30,2,neutral
79,4,1,69,30,2,neutral
91,4,1,69,30,2,neutral
37,6,1,69,30,2,neutral
32,7,1,69,30,2,neutral
104,8,1,69,30,2,neutral
105,8,1,69,30,2,neutral
32,9,1,69,30,2,neutral
104,9,1,69,30,2,neutral
105,9,1,69,30,2,neutral
119,14,1,69,30,2,neutral
118,15,1,69,30,2,neutral
120,15,1,69,30,2,neutral
22,21,1,69,30,2,neutral
20,22,1,69,30,2,neutral
22,22,1,69,30,2,neutral
22,23,1,69,30,2,neutral
8,24,1,69,30,2,neutral
72,24,1,69,30,2,neutral
61,25,1,69,30,2,neutral
74,25,1,69,30,2,neutral
72,26,1,69,30,2,neutral
72,27,1,69,30,2,neutral
122,30,1,69,30,2,neutral
125,32,1,69,30,2,neutral
109,33,1,69,30,2,neutral
110,33,1,69,30,2,neutral
110,34,1,69,30,2,neutral
83,37,1,69,30,2,neutral
57,39,1,69,30,2,neutral
16,41,1,69,30,2,neutral
16,42,1,69,30,2,neutral
35,43,1,69,30,2,neutral
37,43,1,69,30,2,neutral
33,44,1,69,30,2,neutral
34,44,1,69,30,2,neutral
70,51,1,69,30,2,neutral
73,52,1,69,30,2,neutral
75,52,1,69,30,2,neutral
102,52,1,69,30,2,neutral
103,52,1,69,30,2,neutral
73,53,1,69,30,2,neutral
103,54,1,69,30,2,neutral
107,54,1,69,30,2,neutral
106,55,1,69,30,2,neutral
107,56,1,69,30,2,neutral
103,57,1,69,30,2,neutral
105,57,1,69,30,2,neutral
106,57,1,69,30,2,neutral
113,62,1,69,30,2,neutral
115,62,1,69,30,2,neutral
20,63,1,69,30,2,neutral
116,63,1,69,30,2,neutral
117,63,1,69,30,2,neutral
21,64,1,69,30,2,neutral
23,66,1,69,30,2,neutral
109,76,1,69,30,2,neutral
110,76,1,69,30,2,neutral
107,78,1,69,30,2,neutral
23,83,1,69,30,2,neutral
25,84,1,69,30,2,neutral
95,88,1,69,30,2,neutral
34,89,1,69,30,2,neutral
97,90,1,69,30,2,neutral
34,91,1,69,30,2,neutral
95,91,1,69,30,2,neutral
89,95,1,69,30,2,neutral
90,95,1,69,30,2,neutral
90,96,1,69,30,2,neutral
4,101,1,69,30,2,neutral
115,102,1,69,30,2,neutral
2,103,1,69,30,2,neutral
34,103,1,69,30,2,neutral
116,103,1,69,30,2,neutral
33,104,1,69,30,2,neutral
96,104,1,69,30,2,neutral
33,105,1,69,30,2,neutral
34,107,1,69,30,2,neutral
110,110,1,69,30,2,neutral
111,110,1,69,30,2,neutral
