rep,rangepars,x,y,pres
16,15,30,2,1
16,15,90,2,1
16,15,120,2,1
16,15,59,4,1
16,15,70,4,1
16,15,29,6,1
16,15,27,8,1
16,15,79,9,1
16,15,55,10,1
16,15,55,11,1
16,15,62,11,1
16,15,115,12,1
16,15,39,13,1
16,15,28,14,1
16,15,21,15,1
16,15,47,15,1
16,15,22,16,1
16,15,36,16,1
16,15,47,18,1
16,15,74,20,1
16,15,93,21,1
16,15,65,22,1
16,15,69,22,1
16,15,21,27,1
16,15,102,30,1
16,15,61,31,1
16,15,95,31,1
16,15,111,32,1
16,15,83,33,1
16,15,104,33,1
16,15,28,34,1
16,15,40,38,1
16,15,23,40,1
16,15,128,40,1
16,15,95,43,1
16,15,55,44,1
16,15,11,45,1
16,15,121,50,1
16,15,84,52,1
16,15,20,53,1
16,15,50,53,1
16,15,70,53,1
16,15,116,53,1
16,15,57,55,1
16,15,62,58,1
16,15,100,58,1
16,15,23,59,1
16,15,75,62,1
16,15,94,63,1
16,15,72,67,1
16,15,14,71,1
16,15,10,74,1
16,15,103,74,1
16,15,46,78,1
16,15,15,79,1
16,15,15,80,1
16,15,34,80,1
16,15,48,80,1
16,15,74,83,1
16,15,19,86,1
16,15,53,86,1
16,15,72,86,1
16,15,37,87,1
16,15,88,89,1
16,15,32,92,1
16,15,46,94,1
16,15,64,94,1
16,15,37,97,1
16,15,46,97,1
16,15,35,99,1
16,15,62,99,1
16,15,127,99,1
16,15,110,100,1
16,15,23,101,1
16,15,34,101,1
16,15,48,102,1
16,15,9,103,1
16,15,10,103,1
16,15,116,104,1
16,15,102,106,1
16,15,115,106,1
16,15,59,108,1
16,15,49,110,1
16,15,118,111,1
16,15,120,111,1
16,15,71,113,1
16,15,15,114,1
16,15,38,114,1
16,15,116,114,1
16,15,72,117,1
16,15,109,120,1
16,15,89,121,1
16,15,79,122,1
16,15,20,124,1
16,15,23,124,1
16,15,112,124,1
16,15,39,126,1
16,15,124,126,1
16,15,83,127,1
16,15,118,128,1
