rep,rangepars,x,y,pres
33,15,74,1,1
33,15,116,5,1
33,15,122,9,1
33,15,124,10,1
33,15,11,13,1
33,15,37,13,1
33,15,29,14,1
33,15,125,15,1
33,15,51,16,1
33,15,95,16,1
33,15,81,20,1
33,15,35,21,1
33,15,45,22,1
33,15,72,22,1
33,15,21,23,1
33,15,112,24,1
33,15,24,25,1
33,15,108,26,1
33,15,47,28,1
33,15,65,28,1
33,15,119,28,1
33,15,46,30,1
33,15,60,31,1
33,15,49,34,1
33,15,62,35,1
33,15,45,37,1
33,15,84,37,1
33,15,30,38,1
33,15,27,39,1
33,15,21,42,1
33,15,107,42,1
33,15,52,44,1
33,15,41,46,1
33,15,5,47,1
33,15,31,47,1
33,15,80,47,1
33,15,91,47,1
33,15,7,50,1
33,15,46,50,1
33,15,85,50,1
33,15,54,52,1
33,15,10,56,1
33,15,101,56,1
33,15,69,57,1
33,15,80,58,1
33,15,116,65,1
33,15,71,66,1
33,15,36,67,1
33,15,128,69,1
33,15,107,70,1
33,15,117,70,1
33,15,68,72,1
33,15,82,72,1
33,15,90,73,1
33,15,7,75,1
33,15,38,76,1
33,15,65,76,1
33,15,99,76,1
33,15,106,76,1
33,15,40,77,1
33,15,105,77,1
33,15,115,78,1
33,15,23,80,1
33,15,72,82,1
33,15,75,82,1
33,15,64,83,1
33,15,56,84,1
33,15,96,84,1
33,15,81,87,1
33,15,81,88,1
33,15,110,89,1
33,15,66,90,1
33,15,69,90,1
33,15,103,90,1
33,15,128,90,1
33,15,31,94,1
33,15,47,100,1
33,15,68,102,1
33,15,100,102,1
33,15,111,102,1
33,15,64,104,1
33,15,87,104,1
33,15,47,105,1
33,15,64,105,1
33,15,17,106,1
33,15,87,106,1
33,15,50,107,1
33,15,65,107,1
33,15,9,109,1
33,15,71,109,1
33,15,75,109,1
33,15,111,109,1
33,15,68,112,1
33,15,127,112,1
33,15,1,115,1
33,15,98,115,1
33,15,35,119,1
33,15,123,123,1
33,15,100,127,1
33,15,10,128,1
