y,x,pres,rep,rangepar,disp,method
49,1,1,80,5,2,neutral
50,1,1,80,5,2,neutral
49,2,1,80,5,2,neutral
50,2,1,80,5,2,neutral
52,2,1,80,5,2,neutral
50,3,1,80,5,2,neutral
53,3,1,80,5,2,neutral
51,4,1,80,5,2,neutral
5,7,1,80,5,2,neutral
91,10,1,80,5,2,neutral
92,10,1,80,5,2,neutral
107,10,1,80,5,2,neutral
93,12,1,80,5,2,neutral
95,12,1,80,5,2,neutral
95,13,1,80,5,2,neutral
29,16,1,80,5,2,neutral
31,16,1,80,5,2,neutral
18,18,1,80,5,2,neutral
19,19,1,80,5,2,neutral
19,20,1,80,5,2,neutral
21,20,1,80,5,2,neutral
113,20,1,80,5,2,neutral
20,21,1,80,5,2,neutral
48,30,1,80,5,2,neutral
11,31,1,80,5,2,neutral
11,32,1,80,5,2,neutral
69,32,1,80,5,2,neutral
89,32,1,80,5,2,neutral
92,32,1,80,5,2,neutral
104,32,1,80,5,2,neutral
67,33,1,80,5,2,neutral
68,33,1,80,5,2,neutral
67,34,1,80,5,2,neutral
16,37,1,80,5,2,neutral
33,37,1,80,5,2,neutral
15,38,1,80,5,2,neutral
16,38,1,80,5,2,neutral
32,38,1,80,5,2,neutral
25,45,1,80,5,2,neutral
6,46,1,80,5,2,neutral
7,46,1,80,5,2,neutral
22,46,1,80,5,2,neutral
24,46,1,80,5,2,neutral
6,47,1,80,5,2,neutral
6,48,1,80,5,2,neutral
7,48,1,80,5,2,neutral
6,49,1,80,5,2,neutral
7,49,1,80,5,2,neutral
7,50,1,80,5,2,neutral
21,62,1,80,5,2,neutral
3,63,1,80,5,2,neutral
48,63,1,80,5,2,neutral
47,64,1,80,5,2,neutral
118,64,1,80,5,2,neutral
119,64,1,80,5,2,neutral
45,65,1,80,5,2,neutral
115,65,1,80,5,2,neutral
117,65,1,80,5,2,neutral
118,65,1,80,5,2,neutral
119,65,1,80,5,2,neutral
44,66,1,80,5,2,neutral
117,66,1,80,5,2,neutral
118,66,1,80,5,2,neutral
119,66,1,80,5,2,neutral
44,67,1,80,5,2,neutral
45,67,1,80,5,2,neutral
118,67,1,80,5,2,neutral
12,69,1,80,5,2,neutral
47,70,1,80,5,2,neutral
48,70,1,80,5,2,neutral
32,71,1,80,5,2,neutral
34,71,1,80,5,2,neutral
47,71,1,80,5,2,neutral
49,71,1,80,5,2,neutral
128,74,1,80,5,2,neutral
10,77,1,80,5,2,neutral
68,77,1,80,5,2,neutral
11,78,1,80,5,2,neutral
11,79,1,80,5,2,neutral
12,81,1,80,5,2,neutral
18,83,1,80,5,2,neutral
35,85,1,80,5,2,neutral
5,86,1,80,5,2,neutral
34,86,1,80,5,2,neutral
88,95,1,80,5,2,neutral
87,96,1,80,5,2,neutral
28,101,1,80,5,2,neutral
94,101,1,80,5,2,neutral
93,102,1,80,5,2,neutral
108,102,1,80,5,2,neutral
126,104,1,80,5,2,neutral
122,110,1,80,5,2,neutral
121,111,1,80,5,2,neutral
123,111,1,80,5,2,neutral
21,112,1,80,5,2,neutral
21,113,1,80,5,2,neutral
23,113,1,80,5,2,neutral
22,114,1,80,5,2,neutral
16,122,1,80,5,2,neutral
15,123,1,80,5,2,neutral
45,1,1,80,5,5,neutral
49,2,1,80,5,5,neutral
44,3,1,80,5,5,neutral
102,6,1,80,5,5,neutral
107,7,1,80,5,5,neutral
110,7,1,80,5,5,neutral
95,8,1,80,5,5,neutral
97,8,1,80,5,5,neutral
125,8,1,80,5,5,neutral
102,9,1,80,5,5,neutral
121,9,1,80,5,5,neutral
101,10,1,80,5,5,neutral
102,10,1,80,5,5,neutral
91,11,1,80,5,5,neutral
94,12,1,80,5,5,neutral
96,14,1,80,5,5,neutral
97,14,1,80,5,5,neutral
95,15,1,80,5,5,neutral
109,15,1,80,5,5,neutral
111,15,1,80,5,5,neutral
1,16,1,80,5,5,neutral
5,18,1,80,5,5,neutral
3,19,1,80,5,5,neutral
34,19,1,80,5,5,neutral
90,19,1,80,5,5,neutral
94,19,1,80,5,5,neutral
2,20,1,80,5,5,neutral
21,20,1,80,5,5,neutral
115,20,1,80,5,5,neutral
32,21,1,80,5,5,neutral
