rep,rangepars,x,y,pres
43,15,89,1,1
43,15,76,4,1
43,15,35,11,1
43,15,89,11,1
43,15,67,13,1
43,15,84,13,1
43,15,2,14,1
43,15,61,14,1
43,15,25,15,1
43,15,36,15,1
43,15,18,16,1
43,15,38,16,1
43,15,40,16,1
43,15,82,22,1
43,15,53,23,1
43,15,96,23,1
43,15,26,24,1
43,15,34,24,1
43,15,81,24,1
43,15,65,27,1
43,15,72,27,1
43,15,39,32,1
43,15,24,33,1
43,15,125,34,1
43,15,84,35,1
43,15,86,35,1
43,15,92,35,1
43,15,112,35,1
43,15,45,36,1
43,15,77,36,1
43,15,22,38,1
43,15,78,39,1
43,15,24,43,1
43,15,52,44,1
43,15,84,45,1
43,15,116,47,1
43,15,117,47,1
43,15,17,52,1
43,15,2,55,1
43,15,87,57,1
43,15,34,59,1
43,15,36,60,1
43,15,52,61,1
43,15,117,61,1
43,15,7,63,1
43,15,49,68,1
43,15,55,69,1
43,15,86,69,1
43,15,86,70,1
43,15,65,73,1
43,15,1,74,1
43,15,14,74,1
43,15,25,74,1
43,15,115,74,1
43,15,128,74,1
43,15,26,76,1
43,15,57,76,1
43,15,125,77,1
43,15,7,78,1
43,15,101,79,1
43,15,50,80,1
43,15,3,81,1
43,15,65,81,1
43,15,94,82,1
43,15,74,84,1
43,15,8,87,1
43,15,91,87,1
43,15,103,87,1
43,15,113,88,1
43,15,89,92,1
43,15,97,92,1
43,15,10,95,1
43,15,95,95,1
43,15,91,96,1
43,15,115,96,1
43,15,18,98,1
43,15,7,99,1
43,15,128,100,1
43,15,117,101,1
43,15,108,102,1
43,15,113,102,1
43,15,77,103,1
43,15,102,103,1
43,15,13,104,1
43,15,54,105,1
43,15,16,107,1
43,15,25,107,1
43,15,124,107,1
43,15,57,111,1
43,15,71,112,1
43,15,118,112,1
43,15,50,113,1
43,15,9,114,1
43,15,73,117,1
43,15,17,118,1
43,15,78,120,1
43,15,28,122,1
43,15,27,123,1
43,15,57,124,1
43,15,61,124,1
