y,x,pres,rep,rangepar,disp,method
93,1,1,98,5,2,neutral
55,8,1,98,5,2,neutral
3,26,1,98,5,2,neutral
4,26,1,98,5,2,neutral
3,28,1,98,5,2,neutral
105,28,1,98,5,2,neutral
106,29,1,98,5,2,neutral
65,33,1,98,5,2,neutral
66,33,1,98,5,2,neutral
67,33,1,98,5,2,neutral
66,34,1,98,5,2,neutral
40,36,1,98,5,2,neutral
65,36,1,98,5,2,neutral
66,36,1,98,5,2,neutral
65,37,1,98,5,2,neutral
63,38,1,98,5,2,neutral
63,39,1,98,5,2,neutral
9,40,1,98,5,2,neutral
10,40,1,98,5,2,neutral
76,49,1,98,5,2,neutral
78,50,1,98,5,2,neutral
72,57,1,98,5,2,neutral
96,57,1,98,5,2,neutral
96,58,1,98,5,2,neutral
78,60,1,98,5,2,neutral
49,64,1,98,5,2,neutral
5,66,1,98,5,2,neutral
21,70,1,98,5,2,neutral
23,70,1,98,5,2,neutral
21,71,1,98,5,2,neutral
22,71,1,98,5,2,neutral
23,71,1,98,5,2,neutral
20,72,1,98,5,2,neutral
21,72,1,98,5,2,neutral
20,73,1,98,5,2,neutral
21,73,1,98,5,2,neutral
22,73,1,98,5,2,neutral
45,80,1,98,5,2,neutral
38,82,1,98,5,2,neutral
100,82,1,98,5,2,neutral
26,83,1,98,5,2,neutral
101,83,1,98,5,2,neutral
121,83,1,98,5,2,neutral
25,84,1,98,5,2,neutral
27,84,1,98,5,2,neutral
59,84,1,98,5,2,neutral
60,84,1,98,5,2,neutral
61,84,1,98,5,2,neutral
26,85,1,98,5,2,neutral
99,85,1,98,5,2,neutral
118,85,1,98,5,2,neutral
119,85,1,98,5,2,neutral
120,85,1,98,5,2,neutral
122,85,1,98,5,2,neutral
120,86,1,98,5,2,neutral
122,86,1,98,5,2,neutral
7,88,1,98,5,2,neutral
89,88,1,98,5,2,neutral
7,89,1,98,5,2,neutral
8,89,1,98,5,2,neutral
90,89,1,98,5,2,neutral
91,89,1,98,5,2,neutral
6,90,1,98,5,2,neutral
9,90,1,98,5,2,neutral
111,91,1,98,5,2,neutral
55,95,1,98,5,2,neutral
20,98,1,98,5,2,neutral
21,99,1,98,5,2,neutral
22,100,1,98,5,2,neutral
23,100,1,98,5,2,neutral
22,101,1,98,5,2,neutral
23,101,1,98,5,2,neutral
21,102,1,98,5,2,neutral
19,103,1,98,5,2,neutral
118,103,1,98,5,2,neutral
18,104,1,98,5,2,neutral
1,105,1,98,5,2,neutral
97,105,1,98,5,2,neutral
1,106,1,98,5,2,neutral
99,106,1,98,5,2,neutral
3,107,1,98,5,2,neutral
20,107,1,98,5,2,neutral
100,107,1,98,5,2,neutral
101,107,1,98,5,2,neutral
100,109,1,98,5,2,neutral
101,109,1,98,5,2,neutral
14,110,1,98,5,2,neutral
102,110,1,98,5,2,neutral
21,111,1,98,5,2,neutral
21,113,1,98,5,2,neutral
24,114,1,98,5,2,neutral
84,117,1,98,5,2,neutral
85,117,1,98,5,2,neutral
108,121,1,98,5,2,neutral
109,121,1,98,5,2,neutral
124,124,1,98,5,2,neutral
125,126,1,98,5,2,neutral
31,127,1,98,5,2,neutral
30,128,1,98,5,2,neutral
31,128,1,98,5,2,neutral
93,2,1,98,5,5,neutral
90,3,1,98,5,5,neutral
103,3,1,98,5,5,neutral
98,4,1,98,5,5,neutral
91,5,1,98,5,5,neutral
102,5,1,98,5,5,neutral
90,6,1,98,5,5,neutral
103,6,1,98,5,5,neutral
3,17,1,98,5,5,neutral
52,18,1,98,5,5,neutral
57,20,1,98,5,5,neutral
55,21,1,98,5,5,neutral
61,21,1,98,5,5,neutral
8,27,1,98,5,5,neutral
11,27,1,98,5,5,neutral
13,27,1,98,5,5,neutral
45,30,1,98,5,5,neutral
45,31,1,98,5,5,neutral
63,31,1,98,5,5,neutral
65,31,1,98,5,5,neutral
60,32,1,98,5,5,neutral
61,34,1,98,5,5,neutral
62,34,1,98,5,5,neutral
65,35,1,98,5,5,neutral
83,35,1,98,5,5,neutral
85,35,1,98,5,5,neutral
71,36,1,98,5,5,neutral
83,36,1,98,5,5,neutral
86,37,1,98,5,5,neutral
66,38,1,98,5,5,neutral
68,38,1,98,5,5,neutral
71,38,1,98,5,5,neutral
7,39,1,98,5,5,neutral
65,39,1,98,5,5,neutral
10,40,1,98,5,5,neutral
11,41,1,98,5,5,neutral
19,41,1,98,5,5,neutral
48,41,1,98,5,5,neutral
50,41,1,98,5,5,neutral
52,41,1,98,5,5,neutral
14,42,1,98,5,5,neutral
19,42,1,98,5,5,neutral
54,43,1,98,5,5,neutral
41,50,1,98,5,5,neutral
114,53,1,98,5,5,neutral
113,54,1,98,5,5,neutral
6,60,1,98,5,5,neutral
1,61,1,98,5,5,neutral
7,62,1,98,5,5,neutral
1,63,1,98,5,5,neutral
5,63,1,98,5,5,neutral
84,70,1,98,5,5,neutral
110,73,1,98,5,5,neutral
126,73,1,98,5,5,neutral
101,75,1,98,5,5,neutral
38,82,1,98,5,5,neutral
64,83,1,98,5,5,neutral
22,84,1,98,5,5,neutral
122,86,1,98,5,5,neutral
23,87,1,98,5,5,neutral
25,88,1,98,5,5,neutral
110,88,1,98,5,5,neutral
115,88,1,98,5,5,neutral
122,89,1,98,5,5,neutral
123,89,1,98,5,5,neutral
21,90,1,98,5,5,neutral
117,90,1,98,5,5,neutral
123,90,1,98,5,5,neutral
91,91,1,98,5,5,neutral
118,91,1,98,5,5,neutral
121,92,1,98,5,5,neutral
90,93,1,98,5,5,neutral
19,99,1,98,5,5,neutral
20,102,1,98,5,5,neutral
94,106,1,98,5,5,neutral
96,107,1,98,5,5,neutral
5,108,1,98,5,5,neutral
6,110,1,98,5,5,neutral
94,110,1,98,5,5,neutral
103,112,1,98,5,5,neutral
125,112,1,98,5,5,neutral
125,113,1,98,5,5,neutral
122,114,1,98,5,5,neutral
124,116,1,98,5,5,neutral
84,117,1,98,5,5,neutral
85,117,1,98,5,5,neutral
126,117,1,98,5,5,neutral
86,118,1,98,5,5,neutral
80,119,1,98,5,5,neutral
82,119,1,98,5,5,neutral
88,119,1,98,5,5,neutral
121,120,1,98,5,5,neutral
80,121,1,98,5,5,neutral
88,121,1,98,5,5,neutral
122,121,1,98,5,5,neutral
125,121,1,98,5,5,neutral
87,122,1,98,5,5,neutral
120,122,1,98,5,5,neutral
46,126,1,98,5,5,neutral
