rep,rangepars,x,y,pres
18,5,6,1,1
18,5,48,3,1
18,5,53,5,1
18,5,115,5,1
18,5,123,5,1
18,5,60,6,1
18,5,99,7,1
18,5,21,8,1
18,5,61,10,1
18,5,113,10,1
18,5,127,10,1
18,5,74,11,1
18,5,119,11,1
18,5,45,13,1
18,5,46,16,1
18,5,111,19,1
18,5,32,21,1
18,5,72,21,1
18,5,127,21,1
18,5,117,22,1
18,5,98,23,1
18,5,109,26,1
18,5,101,28,1
18,5,47,29,1
18,5,90,29,1
18,5,27,30,1
18,5,69,30,1
18,5,71,30,1
18,5,49,34,1
18,5,58,35,1
18,5,60,36,1
18,5,18,37,1
18,5,24,37,1
18,5,69,37,1
18,5,79,39,1
18,5,6,40,1
18,5,31,40,1
18,5,38,40,1
18,5,122,40,1
18,5,66,42,1
18,5,69,42,1
18,5,61,44,1
18,5,101,45,1
18,5,107,45,1
18,5,10,47,1
18,5,12,47,1
18,5,85,48,1
18,5,94,49,1
18,5,55,50,1
18,5,70,50,1
18,5,105,50,1
18,5,108,50,1
18,5,112,50,1
18,5,93,51,1
18,5,56,54,1
18,5,9,57,1
18,5,98,58,1
18,5,5,60,1
18,5,80,60,1
18,5,30,61,1
18,5,77,68,1
18,5,63,75,1
18,5,95,76,1
18,5,59,77,1
18,5,11,78,1
18,5,101,82,1
18,5,64,83,1
18,5,72,85,1
18,5,52,86,1
18,5,47,87,1
18,5,78,88,1
18,5,111,92,1
18,5,85,94,1
18,5,48,95,1
18,5,32,96,1
18,5,62,98,1
18,5,100,98,1
18,5,101,98,1
18,5,52,99,1
18,5,44,100,1
18,5,98,100,1
18,5,87,101,1
18,5,21,103,1
18,5,30,104,1
18,5,6,105,1
18,5,17,105,1
18,5,62,106,1
18,5,14,108,1
18,5,18,108,1
18,5,54,108,1
18,5,106,112,1
18,5,46,113,1
18,5,126,114,1
18,5,83,116,1
18,5,87,116,1
18,5,32,119,1
18,5,40,119,1
18,5,95,120,1
18,5,36,126,1
18,5,65,127,1
