y,x,pres,rep,rangepar,disp,method
6,10,1,91,30,2,neutral
14,14,1,91,30,2,neutral
70,15,1,91,30,2,neutral
20,16,1,91,30,2,neutral
21,17,1,91,30,2,neutral
66,22,1,91,30,2,neutral
67,22,1,91,30,2,neutral
69,22,1,91,30,2,neutral
21,36,1,91,30,2,neutral
22,36,1,91,30,2,neutral
23,36,1,91,30,2,neutral
73,36,1,91,30,2,neutral
22,37,1,91,30,2,neutral
23,37,1,91,30,2,neutral
25,37,1,91,30,2,neutral
74,37,1,91,30,2,neutral
22,38,1,91,30,2,neutral
23,38,1,91,30,2,neutral
24,38,1,91,30,2,neutral
25,38,1,91,30,2,neutral
60,38,1,91,30,2,neutral
22,39,1,91,30,2,neutral
25,39,1,91,30,2,neutral
26,39,1,91,30,2,neutral
27,39,1,91,30,2,neutral
44,39,1,91,30,2,neutral
62,39,1,91,30,2,neutral
63,39,1,91,30,2,neutral
59,40,1,91,30,2,neutral
61,40,1,91,30,2,neutral
62,40,1,91,30,2,neutral
63,40,1,91,30,2,neutral
38,41,1,91,30,2,neutral
61,41,1,91,30,2,neutral
37,42,1,91,30,2,neutral
34,43,1,91,30,2,neutral
37,43,1,91,30,2,neutral
38,43,1,91,30,2,neutral
64,44,1,91,30,2,neutral
66,44,1,91,30,2,neutral
61,48,1,91,30,2,neutral
61,49,1,91,30,2,neutral
61,50,1,91,30,2,neutral
62,50,1,91,30,2,neutral
58,51,1,91,30,2,neutral
58,53,1,91,30,2,neutral
32,55,1,91,30,2,neutral
7,56,1,91,30,2,neutral
19,56,1,91,30,2,neutral
33,56,1,91,30,2,neutral
34,56,1,91,30,2,neutral
33,57,1,91,30,2,neutral
8,59,1,91,30,2,neutral
8,60,1,91,30,2,neutral
118,60,1,91,30,2,neutral
118,62,1,91,30,2,neutral
56,63,1,91,30,2,neutral
102,66,1,91,30,2,neutral
10,67,1,91,30,2,neutral
12,67,1,91,30,2,neutral
101,67,1,91,30,2,neutral
103,74,1,91,30,2,neutral
105,75,1,91,30,2,neutral
