rep,rangepars,x,y,pres
68,15,8,2,1
68,15,126,2,1
68,15,107,3,1
68,15,97,5,1
68,15,29,6,1
68,15,113,8,1
68,15,58,9,1
68,15,76,9,1
68,15,92,9,1
68,15,99,9,1
68,15,106,10,1
68,15,71,11,1
68,15,91,11,1
68,15,120,13,1
68,15,79,14,1
68,15,87,14,1
68,15,98,14,1
68,15,24,15,1
68,15,98,15,1
68,15,33,16,1
68,15,100,18,1
68,15,14,19,1
68,15,119,19,1
68,15,28,20,1
68,15,115,21,1
68,15,12,22,1
68,15,19,24,1
68,15,98,25,1
68,15,69,26,1
68,15,95,29,1
68,15,89,30,1
68,15,109,30,1
68,15,5,32,1
68,15,17,36,1
68,15,51,38,1
68,15,117,39,1
68,15,33,41,1
68,15,40,41,1
68,15,91,42,1
68,15,114,44,1
68,15,54,45,1
68,15,47,47,1
68,15,23,52,1
68,15,86,57,1
68,15,98,61,1
68,15,14,65,1
68,15,24,65,1
68,15,79,66,1
68,15,91,66,1
68,15,94,67,1
68,15,125,67,1
68,15,26,68,1
68,15,86,68,1
68,15,110,70,1
68,15,89,71,1
68,15,14,72,1
68,15,62,72,1
68,15,122,72,1
68,15,30,73,1
68,15,91,73,1
68,15,27,75,1
68,15,103,77,1
68,15,24,78,1
68,15,89,78,1
68,15,117,78,1
68,15,6,79,1
68,15,71,84,1
68,15,30,85,1
68,15,53,87,1
68,15,48,91,1
68,15,60,93,1
68,15,63,94,1
68,15,73,94,1
68,15,27,95,1
68,15,54,95,1
68,15,121,96,1
68,15,97,100,1
68,15,107,100,1
68,15,33,103,1
68,15,34,103,1
68,15,119,103,1
68,15,37,104,1
68,15,59,106,1
68,15,52,107,1
68,15,84,107,1
68,15,27,108,1
68,15,56,108,1
68,15,72,108,1
68,15,103,108,1
68,15,1,110,1
68,15,10,112,1
68,15,66,112,1
68,15,104,113,1
68,15,19,115,1
68,15,16,117,1
68,15,18,117,1
68,15,57,117,1
68,15,66,119,1
68,15,20,122,1
68,15,56,122,1
