y,x,pres,rep,rangepar,disp,method
85,1,1,3,5,2,neutral
95,7,1,3,5,2,neutral
97,7,1,3,5,2,neutral
93,8,1,3,5,2,neutral
95,8,1,3,5,2,neutral
93,9,1,3,5,2,neutral
94,9,1,3,5,2,neutral
95,9,1,3,5,2,neutral
97,9,1,3,5,2,neutral
98,9,1,3,5,2,neutral
63,10,1,3,5,2,neutral
62,11,1,3,5,2,neutral
77,11,1,3,5,2,neutral
21,12,1,3,5,2,neutral
62,12,1,3,5,2,neutral
72,12,1,3,5,2,neutral
63,13,1,3,5,2,neutral
75,13,1,3,5,2,neutral
77,13,1,3,5,2,neutral
74,14,1,3,5,2,neutral
76,14,1,3,5,2,neutral
88,16,1,3,5,2,neutral
88,17,1,3,5,2,neutral
31,21,1,3,5,2,neutral
43,24,1,3,5,2,neutral
39,25,1,3,5,2,neutral
41,25,1,3,5,2,neutral
42,25,1,3,5,2,neutral
69,25,1,3,5,2,neutral
27,26,1,3,5,2,neutral
40,26,1,3,5,2,neutral
41,26,1,3,5,2,neutral
68,26,1,3,5,2,neutral
27,27,1,3,5,2,neutral
28,27,1,3,5,2,neutral
68,27,1,3,5,2,neutral
55,28,1,3,5,2,neutral
107,29,1,3,5,2,neutral
87,30,1,3,5,2,neutral
86,31,1,3,5,2,neutral
111,34,1,3,5,2,neutral
19,43,1,3,5,2,neutral
79,43,1,3,5,2,neutral
77,44,1,3,5,2,neutral
78,44,1,3,5,2,neutral
106,51,1,3,5,2,neutral
107,51,1,3,5,2,neutral
108,51,1,3,5,2,neutral
68,53,1,3,5,2,neutral
69,53,1,3,5,2,neutral
70,53,1,3,5,2,neutral
71,53,1,3,5,2,neutral
112,63,1,3,5,2,neutral
109,64,1,3,5,2,neutral
112,64,1,3,5,2,neutral
113,64,1,3,5,2,neutral
110,65,1,3,5,2,neutral
113,65,1,3,5,2,neutral
34,66,1,3,5,2,neutral
35,66,1,3,5,2,neutral
53,66,1,3,5,2,neutral
34,67,1,3,5,2,neutral
53,67,1,3,5,2,neutral
66,73,1,3,5,2,neutral
62,78,1,3,5,2,neutral
60,79,1,3,5,2,neutral
62,79,1,3,5,2,neutral
45,80,1,3,5,2,neutral
62,80,1,3,5,2,neutral
10,81,1,3,5,2,neutral
45,81,1,3,5,2,neutral
62,81,1,3,5,2,neutral
61,82,1,3,5,2,neutral
12,83,1,3,5,2,neutral
11,85,1,3,5,2,neutral
18,85,1,3,5,2,neutral
19,85,1,3,5,2,neutral
18,87,1,3,5,2,neutral
21,87,1,3,5,2,neutral
38,87,1,3,5,2,neutral
40,90,1,3,5,2,neutral
41,93,1,3,5,2,neutral
62,93,1,3,5,2,neutral
34,94,1,3,5,2,neutral
40,94,1,3,5,2,neutral
5,99,1,3,5,2,neutral
6,99,1,3,5,2,neutral
42,99,1,3,5,2,neutral
45,99,1,3,5,2,neutral
6,100,1,3,5,2,neutral
15,102,1,3,5,2,neutral
16,103,1,3,5,2,neutral
114,103,1,3,5,2,neutral
115,103,1,3,5,2,neutral
109,114,1,3,5,2,neutral
108,115,1,3,5,2,neutral
108,117,1,3,5,2,neutral
106,118,1,3,5,2,neutral
93,119,1,3,5,2,neutral
29,126,1,3,5,2,neutral
86,1,1,3,5,5,neutral
87,2,1,3,5,5,neutral
86,3,1,3,5,5,neutral
87,3,1,3,5,5,neutral
88,3,1,3,5,5,neutral
82,5,1,3,5,5,neutral
83,5,1,3,5,5,neutral
91,6,1,3,5,5,neutral
61,13,1,3,5,5,neutral
60,15,1,3,5,5,neutral
7,17,1,3,5,5,neutral
31,19,1,3,5,5,neutral
33,20,1,3,5,5,neutral
55,20,1,3,5,5,neutral
69,23,1,3,5,5,neutral
54,24,1,3,5,5,neutral
63,24,1,3,5,5,neutral
67,24,1,3,5,5,neutral
70,24,1,3,5,5,neutral
59,25,1,3,5,5,neutral
52,27,1,3,5,5,neutral
88,29,1,3,5,5,neutral
13,44,1,3,5,5,neutral
51,53,1,3,5,5,neutral
50,57,1,3,5,5,neutral
89,57,1,3,5,5,neutral
50,58,1,3,5,5,neutral
48,61,1,3,5,5,neutral
47,63,1,3,5,5,neutral
26,66,1,3,5,5,neutral
28,66,1,3,5,5,neutral
35,66,1,3,5,5,neutral
74,67,1,3,5,5,neutral
73,68,1,3,5,5,neutral
91,70,1,3,5,5,neutral
29,71,1,3,5,5,neutral
77,72,1,3,5,5,neutral
32,74,1,3,5,5,neutral
62,80,1,3,5,5,neutral
65,81,1,3,5,5,neutral
25,83,1,3,5,5,neutral
29,84,1,3,5,5,neutral
