rep,rangepars,x,y,pres
51,5,25,1,1
51,5,47,3,1
51,5,92,3,1
51,5,125,5,1
51,5,49,6,1
51,5,91,8,1
51,5,107,9,1
51,5,116,11,1
51,5,108,12,1
51,5,19,13,1
51,5,29,15,1
51,5,123,15,1
51,5,49,17,1
51,5,88,17,1
51,5,9,18,1
51,5,43,18,1
51,5,114,21,1
51,5,25,22,1
51,5,44,22,1
51,5,58,23,1
51,5,26,25,1
51,5,126,26,1
51,5,15,28,1
51,5,45,29,1
51,5,117,29,1
51,5,54,30,1
51,5,15,32,1
51,5,51,32,1
51,5,120,32,1
51,5,18,33,1
51,5,79,34,1
51,5,69,35,1
51,5,54,36,1
51,5,60,36,1
51,5,69,37,1
51,5,57,38,1
51,5,115,40,1
51,5,27,42,1
51,5,28,43,1
51,5,100,43,1
51,5,22,46,1
51,5,10,48,1
51,5,117,50,1
51,5,86,51,1
51,5,124,51,1
51,5,20,53,1
51,5,84,54,1
51,5,16,55,1
51,5,42,58,1
51,5,50,58,1
51,5,120,58,1
51,5,83,59,1
51,5,36,60,1
51,5,46,60,1
51,5,6,61,1
51,5,124,61,1
51,5,46,65,1
51,5,33,66,1
51,5,10,67,1
51,5,40,67,1
51,5,104,68,1
51,5,72,69,1
51,5,51,70,1
51,5,50,71,1
51,5,112,78,1
51,5,53,79,1
51,5,127,80,1
51,5,127,83,1
51,5,74,84,1
51,5,53,85,1
51,5,119,86,1
51,5,13,87,1
51,5,46,87,1
51,5,37,88,1
51,5,128,88,1
51,5,42,89,1
51,5,45,89,1
51,5,49,90,1
51,5,64,93,1
51,5,108,93,1
51,5,109,94,1
51,5,74,96,1
51,5,97,96,1
51,5,102,96,1
51,5,117,97,1
51,5,106,99,1
51,5,96,104,1
51,5,16,109,1
51,5,50,109,1
51,5,68,112,1
51,5,106,112,1
51,5,114,113,1
51,5,2,114,1
51,5,40,116,1
51,5,12,117,1
51,5,11,121,1
51,5,123,122,1
51,5,8,124,1
51,5,33,125,1
51,5,48,128,1
