rep,rangepars,x,y,pres
42,30,37,2,1
42,30,97,3,1
42,30,7,4,1
42,30,123,4,1
42,30,24,8,1
42,30,55,8,1
42,30,43,10,1
42,30,84,12,1
42,30,32,13,1
42,30,83,14,1
42,30,21,15,1
42,30,53,15,1
42,30,82,19,1
42,30,101,22,1
42,30,48,23,1
42,30,81,32,1
42,30,104,32,1
42,30,118,32,1
42,30,68,34,1
42,30,27,35,1
42,30,108,35,1
42,30,40,36,1
42,30,60,36,1
42,30,125,38,1
42,30,47,41,1
42,30,70,41,1
42,30,45,42,1
42,30,99,43,1
42,30,4,44,1
42,30,23,44,1
42,30,96,45,1
42,30,103,45,1
42,30,113,45,1
42,30,43,46,1
42,30,45,47,1
42,30,90,51,1
42,30,17,53,1
42,30,96,53,1
42,30,25,54,1
42,30,102,55,1
42,30,46,56,1
42,30,66,57,1
42,30,72,60,1
42,30,60,61,1
42,30,64,62,1
42,30,49,63,1
42,30,26,65,1
42,30,99,65,1
42,30,109,65,1
42,30,113,67,1
42,30,73,71,1
42,30,99,71,1
42,30,77,72,1
42,30,33,74,1
42,30,36,74,1
42,30,117,74,1
42,30,120,76,1
42,30,50,78,1
42,30,59,78,1
42,30,1,79,1
42,30,115,79,1
42,30,65,81,1
42,30,70,83,1
42,30,32,85,1
42,30,45,87,1
42,30,48,88,1
42,30,73,88,1
42,30,71,89,1
42,30,37,90,1
42,30,108,91,1
42,30,127,91,1
42,30,61,92,1
42,30,118,95,1
42,30,75,96,1
42,30,60,97,1
42,30,94,97,1
42,30,49,98,1
42,30,5,103,1
42,30,5,104,1
42,30,35,104,1
42,30,92,104,1
42,30,100,105,1
42,30,98,108,1
42,30,103,108,1
42,30,6,109,1
42,30,101,109,1
42,30,10,110,1
42,30,45,110,1
42,30,7,112,1
42,30,65,114,1
42,30,12,115,1
42,30,99,115,1
42,30,77,118,1
42,30,1,121,1
42,30,22,126,1
42,30,25,126,1
42,30,121,126,1
42,30,22,127,1
42,30,99,127,1
42,30,128,127,1
