y,x,pres,rep,rangepar,disp,method
1,2,1,59,15,2,neutral
3,2,1,59,15,2,neutral
43,6,1,59,15,2,neutral
43,7,1,59,15,2,neutral
44,7,1,59,15,2,neutral
29,8,1,59,15,2,neutral
28,9,1,59,15,2,neutral
26,10,1,59,15,2,neutral
28,10,1,59,15,2,neutral
15,22,1,59,15,2,neutral
15,29,1,59,15,2,neutral
16,29,1,59,15,2,neutral
15,30,1,59,15,2,neutral
16,30,1,59,15,2,neutral
18,30,1,59,15,2,neutral
16,31,1,59,15,2,neutral
18,31,1,59,15,2,neutral
49,31,1,59,15,2,neutral
16,32,1,59,15,2,neutral
18,32,1,59,15,2,neutral
48,32,1,59,15,2,neutral
49,32,1,59,15,2,neutral
51,33,1,59,15,2,neutral
110,33,1,59,15,2,neutral
31,35,1,59,15,2,neutral
32,35,1,59,15,2,neutral
88,35,1,59,15,2,neutral
56,36,1,59,15,2,neutral
32,37,1,59,15,2,neutral
39,49,1,59,15,2,neutral
122,53,1,59,15,2,neutral
49,57,1,59,15,2,neutral
50,59,1,59,15,2,neutral
72,62,1,59,15,2,neutral
51,63,1,59,15,2,neutral
52,63,1,59,15,2,neutral
73,63,1,59,15,2,neutral
53,64,1,59,15,2,neutral
54,64,1,59,15,2,neutral
55,64,1,59,15,2,neutral
73,64,1,59,15,2,neutral
53,65,1,59,15,2,neutral
72,65,1,59,15,2,neutral
53,66,1,59,15,2,neutral
31,69,1,59,15,2,neutral
73,69,1,59,15,2,neutral
75,69,1,59,15,2,neutral
76,69,1,59,15,2,neutral
94,69,1,59,15,2,neutral
51,75,1,59,15,2,neutral
52,75,1,59,15,2,neutral
30,76,1,59,15,2,neutral
31,76,1,59,15,2,neutral
55,79,1,59,15,2,neutral
54,80,1,59,15,2,neutral
52,81,1,59,15,2,neutral
53,82,1,59,15,2,neutral
93,91,1,59,15,2,neutral
90,92,1,59,15,2,neutral
92,92,1,59,15,2,neutral
91,94,1,59,15,2,neutral
92,94,1,59,15,2,neutral
91,96,1,59,15,2,neutral
88,120,1,59,15,2,neutral
110,120,1,59,15,2,neutral
34,121,1,59,15,2,neutral
88,121,1,59,15,2,neutral
32,122,1,59,15,2,neutral
