y,x,pres,rep,rangepar,disp,method
127,7,1,13,15,2,neutral
52,17,1,13,15,2,neutral
53,17,1,13,15,2,neutral
55,17,1,13,15,2,neutral
56,17,1,13,15,2,neutral
54,18,1,13,15,2,neutral
55,18,1,13,15,2,neutral
59,18,1,13,15,2,neutral
52,19,1,13,15,2,neutral
58,19,1,13,15,2,neutral
59,20,1,13,15,2,neutral
62,20,1,13,15,2,neutral
68,23,1,13,15,2,neutral
22,31,1,13,15,2,neutral
19,32,1,13,15,2,neutral
21,32,1,13,15,2,neutral
22,32,1,13,15,2,neutral
20,33,1,13,15,2,neutral
21,33,1,13,15,2,neutral
22,33,1,13,15,2,neutral
18,34,1,13,15,2,neutral
19,34,1,13,15,2,neutral
20,34,1,13,15,2,neutral
22,34,1,13,15,2,neutral
17,35,1,13,15,2,neutral
123,36,1,13,15,2,neutral
111,37,1,13,15,2,neutral
113,37,1,13,15,2,neutral
122,37,1,13,15,2,neutral
124,38,1,13,15,2,neutral
125,38,1,13,15,2,neutral
104,39,1,13,15,2,neutral
109,41,1,13,15,2,neutral
110,41,1,13,15,2,neutral
68,46,1,13,15,2,neutral
69,46,1,13,15,2,neutral
29,48,1,13,15,2,neutral
29,51,1,13,15,2,neutral
30,51,1,13,15,2,neutral
30,52,1,13,15,2,neutral
30,54,1,13,15,2,neutral
47,68,1,13,15,2,neutral
48,68,1,13,15,2,neutral
48,69,1,13,15,2,neutral
47,70,1,13,15,2,neutral
48,70,1,13,15,2,neutral
47,71,1,13,15,2,neutral
25,72,1,13,15,2,neutral
26,72,1,13,15,2,neutral
43,73,1,13,15,2,neutral
44,73,1,13,15,2,neutral
41,74,1,13,15,2,neutral
46,75,1,13,15,2,neutral
24,76,1,13,15,2,neutral
47,76,1,13,15,2,neutral
48,76,1,13,15,2,neutral
27,77,1,13,15,2,neutral
43,77,1,13,15,2,neutral
44,77,1,13,15,2,neutral
47,77,1,13,15,2,neutral
20,85,1,13,15,2,neutral
56,85,1,13,15,2,neutral
58,85,1,13,15,2,neutral
51,86,1,13,15,2,neutral
57,86,1,13,15,2,neutral
58,86,1,13,15,2,neutral
51,87,1,13,15,2,neutral
56,87,1,13,15,2,neutral
57,87,1,13,15,2,neutral
58,87,1,13,15,2,neutral
49,88,1,13,15,2,neutral
51,88,1,13,15,2,neutral
57,88,1,13,15,2,neutral
58,88,1,13,15,2,neutral
56,89,1,13,15,2,neutral
57,90,1,13,15,2,neutral
25,91,1,13,15,2,neutral
44,91,1,13,15,2,neutral
11,94,1,13,15,2,neutral
10,95,1,13,15,2,neutral
10,96,1,13,15,2,neutral
9,99,1,13,15,2,neutral
32,99,1,13,15,2,neutral
46,103,1,13,15,2,neutral
56,103,1,13,15,2,neutral
45,104,1,13,15,2,neutral
58,104,1,13,15,2,neutral
35,105,1,13,15,2,neutral
71,106,1,13,15,2,neutral
70,107,1,13,15,2,neutral
71,108,1,13,15,2,neutral
73,109,1,13,15,2,neutral
54,110,1,13,15,2,neutral
56,110,1,13,15,2,neutral
54,111,1,13,15,2,neutral
46,112,1,13,15,2,neutral
46,114,1,13,15,2,neutral
102,121,1,13,15,2,neutral
40,123,1,13,15,2,neutral
102,123,1,13,15,2,neutral
