rep,rangepars,x,y,pres
64,15,58,4,1
64,15,110,5,1
64,15,37,6,1
64,15,69,7,1
64,15,79,8,1
64,15,37,9,1
64,15,106,13,1
64,15,100,16,1
64,15,117,21,1
64,15,101,22,1
64,15,87,23,1
64,15,84,26,1
64,15,32,28,1
64,15,95,29,1
64,15,72,33,1
64,15,12,34,1
64,15,14,35,1
64,15,64,35,1
64,15,106,36,1
64,15,115,37,1
64,15,45,39,1
64,15,74,39,1
64,15,109,39,1
64,15,127,39,1
64,15,66,40,1
64,15,83,41,1
64,15,96,41,1
64,15,16,43,1
64,15,24,43,1
64,15,18,46,1
64,15,54,47,1
64,15,41,48,1
64,15,90,49,1
64,15,111,50,1
64,15,118,50,1
64,15,111,53,1
64,15,10,57,1
64,15,103,57,1
64,15,23,58,1
64,15,106,61,1
64,15,51,66,1
64,15,112,70,1
64,15,13,71,1
64,15,24,71,1
64,15,48,73,1
64,15,23,76,1
64,15,28,76,1
64,15,74,76,1
64,15,101,77,1
64,15,106,78,1
64,15,105,79,1
64,15,114,79,1
64,15,47,80,1
64,15,3,81,1
64,15,113,81,1
64,15,5,82,1
64,15,116,82,1
64,15,115,83,1
64,15,69,84,1
64,15,60,85,1
64,15,29,86,1
64,15,39,87,1
64,15,69,87,1
64,15,65,90,1
64,15,46,91,1
64,15,125,92,1
64,15,72,94,1
64,15,89,95,1
64,15,13,96,1
64,15,93,98,1
64,15,113,98,1
64,15,93,99,1
64,15,41,101,1
64,15,110,101,1
64,15,82,103,1
64,15,46,104,1
64,15,113,104,1
64,15,45,106,1
64,15,67,106,1
64,15,124,106,1
64,15,115,111,1
64,15,58,112,1
64,15,102,113,1
64,15,5,114,1
64,15,65,114,1
64,15,108,115,1
64,15,4,116,1
64,15,6,118,1
64,15,66,118,1
64,15,32,119,1
64,15,93,119,1
64,15,99,119,1
64,15,87,120,1
64,15,79,122,1
64,15,82,125,1
64,15,41,126,1
64,15,45,126,1
64,15,121,126,1
64,15,41,128,1
64,15,56,128,1
