rep,rangepars,x,y,pres
50,5,56,2,1
50,5,41,4,1
50,5,90,4,1
50,5,126,4,1
50,5,95,6,1
50,5,35,7,1
50,5,108,7,1
50,5,50,10,1
50,5,61,10,1
50,5,80,13,1
50,5,83,13,1
50,5,94,14,1
50,5,112,15,1
50,5,125,15,1
50,5,105,16,1
50,5,27,18,1
50,5,51,19,1
50,5,10,21,1
50,5,101,21,1
50,5,125,21,1
50,5,86,22,1
50,5,109,23,1
50,5,105,24,1
50,5,112,25,1
50,5,125,25,1
50,5,42,26,1
50,5,63,26,1
50,5,54,30,1
50,5,47,31,1
50,5,105,33,1
50,5,51,38,1
50,5,35,39,1
50,5,48,39,1
50,5,52,39,1
50,5,38,40,1
50,5,30,41,1
50,5,126,42,1
50,5,24,43,1
50,5,77,45,1
50,5,14,47,1
50,5,73,48,1
50,5,49,49,1
50,5,92,49,1
50,5,52,50,1
50,5,19,51,1
50,5,76,51,1
50,5,127,53,1
50,5,76,56,1
50,5,32,58,1
50,5,70,58,1
50,5,108,59,1
50,5,116,60,1
50,5,96,64,1
50,5,28,66,1
50,5,66,70,1
50,5,100,70,1
50,5,109,70,1
50,5,87,72,1
50,5,39,79,1
50,5,54,79,1
50,5,101,81,1
50,5,87,83,1
50,5,119,83,1
50,5,57,84,1
50,5,62,84,1
50,5,22,86,1
50,5,117,92,1
50,5,85,93,1
50,5,104,93,1
50,5,128,94,1
50,5,100,97,1
50,5,118,97,1
50,5,23,98,1
50,5,36,98,1
50,5,48,100,1
50,5,1,102,1
50,5,83,102,1
50,5,33,103,1
50,5,89,106,1
50,5,66,110,1
50,5,39,111,1
50,5,25,112,1
50,5,116,113,1
50,5,121,113,1
50,5,126,114,1
50,5,33,115,1
50,5,14,117,1
50,5,88,118,1
50,5,111,118,1
50,5,15,120,1
50,5,68,120,1
50,5,39,121,1
50,5,29,122,1
50,5,115,123,1
50,5,74,124,1
50,5,79,125,1
50,5,109,125,1
50,5,85,126,1
50,5,37,127,1
50,5,80,127,1
