rep,rangepars,x,y,pres
65,15,58,3,1
65,15,59,3,1
65,15,72,3,1
65,15,57,4,1
65,15,119,5,1
65,15,122,5,1
65,15,118,6,1
65,15,36,7,1
65,15,27,8,1
65,15,60,8,1
65,15,88,10,1
65,15,18,11,1
65,15,3,12,1
65,15,56,13,1
65,15,80,14,1
65,15,9,15,1
65,15,74,16,1
65,15,127,16,1
65,15,49,19,1
65,15,92,22,1
65,15,68,23,1
65,15,51,25,1
65,15,70,25,1
65,15,84,25,1
65,15,36,28,1
65,15,47,31,1
65,15,58,31,1
65,15,3,39,1
65,15,84,41,1
65,15,65,45,1
65,15,91,46,1
65,15,116,48,1
65,15,18,49,1
65,15,30,49,1
65,15,54,51,1
65,15,4,55,1
65,15,32,55,1
65,15,79,55,1
65,15,17,56,1
65,15,48,56,1
65,15,126,57,1
65,15,102,59,1
65,15,69,60,1
65,15,9,62,1
65,15,1,63,1
65,15,85,65,1
65,15,85,66,1
65,15,6,67,1
65,15,52,68,1
65,15,104,68,1
65,15,63,74,1
65,15,40,76,1
65,15,80,77,1
65,15,117,78,1
65,15,121,79,1
65,15,100,80,1
65,15,109,80,1
65,15,19,82,1
65,15,48,83,1
65,15,82,84,1
65,15,3,85,1
65,15,90,85,1
65,15,48,86,1
65,15,8,88,1
65,15,37,90,1
65,15,57,90,1
65,15,60,91,1
65,15,35,94,1
65,15,58,94,1
65,15,61,94,1
65,15,128,94,1
65,15,111,95,1
65,15,10,96,1
65,15,41,96,1
65,15,47,96,1
65,15,120,96,1
65,15,53,97,1
65,15,78,102,1
65,15,38,103,1
65,15,87,106,1
65,15,71,108,1
65,15,19,109,1
65,15,50,109,1
65,15,108,109,1
65,15,83,112,1
65,15,22,113,1
65,15,28,113,1
65,15,110,114,1
65,15,8,115,1
65,15,19,115,1
65,15,21,115,1
65,15,117,118,1
65,15,120,118,1
65,15,72,121,1
65,15,98,123,1
65,15,97,124,1
65,15,99,124,1
65,15,105,124,1
65,15,32,126,1
65,15,97,126,1
