y,x,pres,rep,rangepar,disp,method
37,2,1,20,30,2,neutral
10,3,1,20,30,2,neutral
39,3,1,20,30,2,neutral
10,4,1,20,30,2,neutral
108,10,1,20,30,2,neutral
63,11,1,20,30,2,neutral
107,11,1,20,30,2,neutral
45,12,1,20,30,2,neutral
105,13,1,20,30,2,neutral
106,14,1,20,30,2,neutral
106,15,1,20,30,2,neutral
75,19,1,20,30,2,neutral
75,20,1,20,30,2,neutral
5,21,1,20,30,2,neutral
75,21,1,20,30,2,neutral
123,22,1,20,30,2,neutral
71,24,1,20,30,2,neutral
71,25,1,20,30,2,neutral
92,34,1,20,30,2,neutral
65,36,1,20,30,2,neutral
66,36,1,20,30,2,neutral
93,36,1,20,30,2,neutral
65,37,1,20,30,2,neutral
66,37,1,20,30,2,neutral
67,37,1,20,30,2,neutral
21,47,1,20,30,2,neutral
102,49,1,20,30,2,neutral
23,50,1,20,30,2,neutral
24,50,1,20,30,2,neutral
25,50,1,20,30,2,neutral
126,50,1,20,30,2,neutral
23,51,1,20,30,2,neutral
25,51,1,20,30,2,neutral
26,52,1,20,30,2,neutral
108,54,1,20,30,2,neutral
111,55,1,20,30,2,neutral
113,55,1,20,30,2,neutral
115,55,1,20,30,2,neutral
110,56,1,20,30,2,neutral
104,57,1,20,30,2,neutral
102,58,1,20,30,2,neutral
104,58,1,20,30,2,neutral
126,65,1,20,30,2,neutral
126,66,1,20,30,2,neutral
126,67,1,20,30,2,neutral
107,75,1,20,30,2,neutral
107,76,1,20,30,2,neutral
59,77,1,20,30,2,neutral
60,77,1,20,30,2,neutral
58,78,1,20,30,2,neutral
89,86,1,20,30,2,neutral
48,89,1,20,30,2,neutral
49,90,1,20,30,2,neutral
50,90,1,20,30,2,neutral
50,91,1,20,30,2,neutral
46,92,1,20,30,2,neutral
50,92,1,20,30,2,neutral
46,93,1,20,30,2,neutral
48,93,1,20,30,2,neutral
49,93,1,20,30,2,neutral
48,94,1,20,30,2,neutral
49,94,1,20,30,2,neutral
105,94,1,20,30,2,neutral
49,95,1,20,30,2,neutral
104,95,1,20,30,2,neutral
50,96,1,20,30,2,neutral
23,101,1,20,30,2,neutral
22,102,1,20,30,2,neutral
23,102,1,20,30,2,neutral
21,103,1,20,30,2,neutral
79,104,1,20,30,2,neutral
80,105,1,20,30,2,neutral
80,106,1,20,30,2,neutral
82,106,1,20,30,2,neutral
26,108,1,20,30,2,neutral
27,108,1,20,30,2,neutral
28,109,1,20,30,2,neutral
1,110,1,20,30,2,neutral
2,110,1,20,30,2,neutral
3,110,1,20,30,2,neutral
120,110,1,20,30,2,neutral
2,111,1,20,30,2,neutral
117,111,1,20,30,2,neutral
119,111,1,20,30,2,neutral
1,112,1,20,30,2,neutral
26,116,1,20,30,2,neutral
26,117,1,20,30,2,neutral
80,117,1,20,30,2,neutral
52,119,1,20,30,2,neutral
84,119,1,20,30,2,neutral
47,120,1,20,30,2,neutral
49,120,1,20,30,2,neutral
49,121,1,20,30,2,neutral
50,121,1,20,30,2,neutral
51,121,1,20,30,2,neutral
49,122,1,20,30,2,neutral
48,123,1,20,30,2,neutral
49,123,1,20,30,2,neutral
35,126,1,20,30,2,neutral
42,126,1,20,30,2,neutral
43,1,1,20,30,5,neutral
4,2,1,20,30,5,neutral
6,2,1,20,30,5,neutral
10,3,1,20,30,5,neutral
41,3,1,20,30,5,neutral
7,5,1,20,30,5,neutral
113,5,1,20,30,5,neutral
7,6,1,20,30,5,neutral
37,6,1,20,30,5,neutral
112,6,1,20,30,5,neutral
7,7,1,20,30,5,neutral
109,7,1,20,30,5,neutral
110,7,1,20,30,5,neutral
110,8,1,20,30,5,neutral
115,8,1,20,30,5,neutral
116,8,1,20,30,5,neutral
112,9,1,20,30,5,neutral
6,10,1,20,30,5,neutral
108,13,1,20,30,5,neutral
110,14,1,20,30,5,neutral
84,16,1,20,30,5,neutral
85,16,1,20,30,5,neutral
115,16,1,20,30,5,neutral
69,20,1,20,30,5,neutral
125,20,1,20,30,5,neutral
36,25,1,20,30,5,neutral
35,27,1,20,30,5,neutral
68,31,1,20,30,5,neutral
62,35,1,20,30,5,neutral
60,37,1,20,30,5,neutral
84,37,1,20,30,5,neutral
88,37,1,20,30,5,neutral
65,38,1,20,30,5,neutral
61,39,1,20,30,5,neutral
90,40,1,20,30,5,neutral
61,42,1,20,30,5,neutral
60,44,1,20,30,5,neutral
120,44,1,20,30,5,neutral
59,45,1,20,30,5,neutral
61,46,1,20,30,5,neutral
6,47,1,20,30,5,neutral
7,47,1,20,30,5,neutral
62,47,1,20,30,5,neutral
71,47,1,20,30,5,neutral
6,48,1,20,30,5,neutral
23,48,1,20,30,5,neutral
7,49,1,20,30,5,neutral
74,49,1,20,30,5,neutral
5,50,1,20,30,5,neutral
6,50,1,20,30,5,neutral
31,50,1,20,30,5,neutral
62,50,1,20,30,5,neutral
69,51,1,20,30,5,neutral
72,51,1,20,30,5,neutral
74,52,1,20,30,5,neutral
62,53,1,20,30,5,neutral
76,53,1,20,30,5,neutral
65,54,1,20,30,5,neutral
70,54,1,20,30,5,neutral
79,55,1,20,30,5,neutral
68,56,1,20,30,5,neutral
78,57,1,20,30,5,neutral
9,67,1,20,30,5,neutral
6,70,1,20,30,5,neutral
17,72,1,20,30,5,neutral
19,72,1,20,30,5,neutral
54,74,1,20,30,5,neutral
17,75,1,20,30,5,neutral
59,75,1,20,30,5,neutral
105,75,1,20,30,5,neutral
16,76,1,20,30,5,neutral
20,76,1,20,30,5,neutral
56,76,1,20,30,5,neutral
59,76,1,20,30,5,neutral
59,77,1,20,30,5,neutral
102,77,1,20,30,5,neutral
122,78,1,20,30,5,neutral
126,80,1,20,30,5,neutral
52,81,1,20,30,5,neutral
48,87,1,20,30,5,neutral
47,93,1,20,30,5,neutral
103,94,1,20,30,5,neutral
104,94,1,20,30,5,neutral
104,96,1,20,30,5,neutral
45,97,1,20,30,5,neutral
44,100,1,20,30,5,neutral
23,102,1,20,30,5,neutral
46,102,1,20,30,5,neutral
26,109,1,20,30,5,neutral
26,110,1,20,30,5,neutral
28,110,1,20,30,5,neutral
32,110,1,20,30,5,neutral
26,111,1,20,30,5,neutral
27,111,1,20,30,5,neutral
28,111,1,20,30,5,neutral
2,112,1,20,30,5,neutral
3,114,1,20,30,5,neutral
26,114,1,20,30,5,neutral
119,114,1,20,30,5,neutral
3,118,1,20,30,5,neutral
116,6,1,20,30,15,neutral
39,7,1,20,30,15,neutral
43,7,1,20,30,15,neutral
116,7,1,20,30,15,neutral
41,9,1,20,30,15,neutral
