rep,rangepars,x,y,pres
54,30,35,4,1
54,30,105,5,1
54,30,112,6,1
54,30,21,7,1
54,30,79,7,1
54,30,12,11,1
54,30,120,12,1
54,30,18,13,1
54,30,42,13,1
54,30,58,13,1
54,30,90,14,1
54,30,6,15,1
54,30,51,15,1
54,30,101,15,1
54,30,110,16,1
54,30,119,23,1
54,30,24,24,1
54,30,23,26,1
54,30,110,26,1
54,30,6,27,1
54,30,85,27,1
54,30,87,30,1
54,30,104,32,1
54,30,51,33,1
54,30,119,33,1
54,30,52,35,1
54,30,80,37,1
54,30,46,41,1
54,30,5,42,1
54,30,49,45,1
54,30,27,46,1
54,30,91,46,1
54,30,124,46,1
54,30,93,49,1
54,30,89,50,1
54,30,2,51,1
54,30,120,53,1
54,30,36,54,1
54,30,94,55,1
54,30,115,57,1
54,30,65,58,1
54,30,58,59,1
54,30,62,59,1
54,30,119,59,1
54,30,9,60,1
54,30,61,61,1
54,30,46,62,1
54,30,66,63,1
54,30,96,64,1
54,30,77,65,1
54,30,108,65,1
54,30,30,66,1
54,30,112,66,1
54,30,40,67,1
54,30,12,68,1
54,30,47,68,1
54,30,112,70,1
54,30,5,72,1
54,30,87,74,1
54,30,32,79,1
54,30,87,79,1
54,30,87,80,1
54,30,14,81,1
54,30,123,81,1
54,30,47,83,1
54,30,31,85,1
54,30,76,86,1
54,30,94,86,1
54,30,97,90,1
54,30,114,90,1
54,30,21,92,1
54,30,40,92,1
54,30,58,93,1
54,30,98,94,1
54,30,117,95,1
54,30,88,97,1
54,30,65,99,1
54,30,71,100,1
54,30,30,101,1
54,30,46,102,1
54,30,93,102,1
54,30,96,103,1
54,30,102,104,1
54,30,111,104,1
54,30,14,106,1
54,30,65,107,1
54,30,68,109,1
54,30,115,110,1
54,30,50,113,1
54,30,87,113,1
54,30,103,113,1
54,30,87,116,1
54,30,82,118,1
54,30,113,118,1
54,30,34,120,1
54,30,9,122,1
54,30,21,125,1
54,30,82,127,1
54,30,95,127,1
54,30,47,128,1
