rep,rangepars,x,y,pres
12,15,95,1,1
12,15,63,5,1
12,15,37,6,1
12,15,127,7,1
12,15,34,8,1
12,15,20,9,1
12,15,32,11,1
12,15,2,13,1
12,15,99,14,1
12,15,113,14,1
12,15,102,16,1
12,15,46,17,1
12,15,28,19,1
12,15,64,20,1
12,15,63,22,1
12,15,77,23,1
12,15,84,23,1
12,15,93,23,1
12,15,127,26,1
12,15,128,26,1
12,15,49,27,1
12,15,70,28,1
12,15,3,29,1
12,15,40,30,1
12,15,51,30,1
12,15,59,31,1
12,15,63,36,1
12,15,23,41,1
12,15,78,44,1
12,15,75,45,1
12,15,6,46,1
12,15,76,46,1
12,15,125,46,1
12,15,91,48,1
12,15,109,48,1
12,15,102,53,1
12,15,17,55,1
12,15,36,55,1
12,15,116,56,1
12,15,31,58,1
12,15,59,59,1
12,15,47,61,1
12,15,88,61,1
12,15,106,64,1
12,15,122,65,1
12,15,124,67,1
12,15,90,68,1
12,15,128,69,1
12,15,33,70,1
12,15,14,71,1
12,15,122,71,1
12,15,99,73,1
12,15,21,75,1
12,15,33,77,1
12,15,14,78,1
12,15,37,78,1
12,15,2,79,1
12,15,32,79,1
12,15,70,79,1
12,15,22,81,1
12,15,5,82,1
12,15,29,82,1
12,15,95,82,1
12,15,43,83,1
12,15,27,85,1
12,15,62,85,1
12,15,47,87,1
12,15,57,87,1
12,15,68,88,1
12,15,105,90,1
12,15,35,92,1
12,15,122,92,1
12,15,1,95,1
12,15,74,98,1
12,15,100,99,1
12,15,120,99,1
12,15,20,100,1
12,15,84,101,1
12,15,92,103,1
12,15,43,105,1
12,15,23,107,1
12,15,54,108,1
12,15,111,110,1
12,15,57,114,1
12,15,18,115,1
12,15,20,115,1
12,15,40,115,1
12,15,52,115,1
12,15,115,115,1
12,15,58,116,1
12,15,55,118,1
12,15,65,118,1
12,15,114,119,1
12,15,84,120,1
12,15,8,121,1
12,15,95,121,1
12,15,81,126,1
12,15,31,128,1
12,15,100,128,1
12,15,117,128,1
