rep,rangepars,x,y,pres
90,5,52,1,1
90,5,51,2,1
90,5,56,3,1
90,5,127,6,1
90,5,35,7,1
90,5,93,8,1
90,5,56,11,1
90,5,85,17,1
90,5,119,17,1
90,5,109,20,1
90,5,53,24,1
90,5,50,25,1
90,5,66,25,1
90,5,45,26,1
90,5,80,27,1
90,5,81,28,1
90,5,76,30,1
90,5,10,32,1
90,5,18,32,1
90,5,108,33,1
90,5,46,37,1
90,5,81,38,1
90,5,119,38,1
90,5,94,40,1
90,5,117,40,1
90,5,66,43,1
90,5,104,43,1
90,5,8,45,1
90,5,20,46,1
90,5,48,46,1
90,5,84,47,1
90,5,102,47,1
90,5,105,49,1
90,5,46,51,1
90,5,48,51,1
90,5,86,53,1
90,5,73,54,1
90,5,27,55,1
90,5,113,56,1
90,5,52,57,1
90,5,94,58,1
90,5,98,58,1
90,5,107,58,1
90,5,2,59,1
90,5,113,60,1
90,5,53,62,1
90,5,89,64,1
90,5,116,66,1
90,5,113,69,1
90,5,94,70,1
90,5,2,73,1
90,5,115,73,1
90,5,1,75,1
90,5,55,75,1
90,5,121,75,1
90,5,124,77,1
90,5,9,78,1
90,5,17,78,1
90,5,120,78,1
90,5,35,79,1
90,5,61,81,1
90,5,111,81,1
90,5,109,83,1
90,5,87,85,1
90,5,61,86,1
90,5,25,89,1
90,5,44,89,1
90,5,93,90,1
90,5,68,92,1
90,5,24,94,1
90,5,93,95,1
90,5,112,95,1
90,5,24,96,1
90,5,70,96,1
90,5,116,96,1
90,5,126,97,1
90,5,106,98,1
90,5,13,99,1
90,5,59,100,1
90,5,101,101,1
90,5,31,102,1
90,5,104,102,1
90,5,108,103,1
90,5,116,103,1
90,5,36,108,1
90,5,7,109,1
90,5,114,109,1
90,5,110,112,1
90,5,112,114,1
90,5,111,115,1
90,5,55,116,1
90,5,123,116,1
90,5,95,121,1
90,5,118,121,1
90,5,74,122,1
90,5,22,123,1
90,5,33,124,1
90,5,44,125,1
90,5,2,128,1
90,5,37,128,1
