rep,rangepars,x,y,pres
98,15,92,1,1
98,15,96,1,1
98,15,16,4,1
98,15,59,5,1
98,15,127,5,1
98,15,39,7,1
98,15,53,10,1
98,15,68,11,1
98,15,110,11,1
98,15,11,12,1
98,15,18,12,1
98,15,61,14,1
98,15,85,15,1
98,15,12,16,1
98,15,23,17,1
98,15,67,18,1
98,15,62,21,1
98,15,85,22,1
98,15,119,22,1
98,15,96,24,1
98,15,45,27,1
98,15,90,27,1
98,15,126,28,1
98,15,5,31,1
98,15,106,31,1
98,15,111,31,1
98,15,29,32,1
98,15,72,32,1
98,15,105,33,1
98,15,82,34,1
98,15,103,37,1
98,15,96,38,1
98,15,20,39,1
98,15,12,42,1
98,15,24,42,1
98,15,13,43,1
98,15,125,43,1
98,15,126,43,1
98,15,25,45,1
98,15,52,46,1
98,15,108,47,1
98,15,125,47,1
98,15,128,48,1
98,15,9,49,1
98,15,112,49,1
98,15,98,50,1
98,15,126,53,1
98,15,64,54,1
98,15,14,55,1
98,15,19,56,1
98,15,75,58,1
98,15,98,58,1
98,15,102,59,1
98,15,107,59,1
98,15,45,61,1
98,15,30,62,1
98,15,72,62,1
98,15,83,64,1
98,15,99,65,1
98,15,33,67,1
98,15,15,69,1
98,15,41,69,1
98,15,2,70,1
98,15,84,70,1
98,15,119,77,1
98,15,61,79,1
98,15,27,83,1
98,15,101,83,1
98,15,99,84,1
98,15,71,85,1
98,15,52,86,1
98,15,90,90,1
98,15,15,91,1
98,15,102,92,1
98,15,55,93,1
98,15,3,95,1
98,15,128,96,1
98,15,109,97,1
98,15,109,103,1
98,15,27,105,1
98,15,84,109,1
98,15,123,109,1
98,15,52,110,1
98,15,18,111,1
98,15,45,111,1
98,15,48,111,1
98,15,49,111,1
98,15,73,112,1
98,15,121,115,1
98,15,31,117,1
98,15,118,118,1
98,15,57,120,1
98,15,122,120,1
98,15,116,121,1
98,15,7,125,1
98,15,11,125,1
98,15,67,127,1
98,15,69,127,1
98,15,59,128,1
98,15,126,128,1
