rep,rangepars,x,y,pres
44,15,81,1,1
44,15,81,2,1
44,15,55,4,1
44,15,125,7,1
44,15,70,11,1
44,15,81,11,1
44,15,87,11,1
44,15,43,13,1
44,15,86,13,1
44,15,96,13,1
44,15,115,13,1
44,15,120,14,1
44,15,19,16,1
44,15,97,16,1
44,15,77,17,1
44,15,91,17,1
44,15,98,19,1
44,15,8,21,1
44,15,114,21,1
44,15,3,22,1
44,15,58,24,1
44,15,7,26,1
44,15,51,26,1
44,15,26,27,1
44,15,94,29,1
44,15,43,31,1
44,15,93,31,1
44,15,48,33,1
44,15,91,33,1
44,15,45,37,1
44,15,54,37,1
44,15,22,39,1
44,15,29,40,1
44,15,31,40,1
44,15,40,40,1
44,15,83,41,1
44,15,96,41,1
44,15,104,41,1
44,15,9,45,1
44,15,12,49,1
44,15,38,51,1
44,15,5,52,1
44,15,105,52,1
44,15,1,53,1
44,15,43,53,1
44,15,96,57,1
44,15,116,58,1
44,15,30,59,1
44,15,68,60,1
44,15,113,60,1
44,15,22,62,1
44,15,103,64,1
44,15,15,68,1
44,15,27,69,1
44,15,101,69,1
44,15,74,72,1
44,15,88,73,1
44,15,96,73,1
44,15,124,73,1
44,15,64,75,1
44,15,110,75,1
44,15,37,76,1
44,15,68,77,1
44,15,47,78,1
44,15,59,79,1
44,15,85,80,1
44,15,106,80,1
44,15,82,83,1
44,15,1,84,1
44,15,62,84,1
44,15,105,86,1
44,15,50,87,1
44,15,37,88,1
44,15,54,89,1
44,15,90,90,1
44,15,76,94,1
44,15,119,94,1
44,15,50,96,1
44,15,30,97,1
44,15,2,98,1
44,15,86,98,1
44,15,105,98,1
44,15,56,101,1
44,15,125,101,1
44,15,27,102,1
44,15,68,106,1
44,15,29,107,1
44,15,44,107,1
44,15,67,110,1
44,15,88,110,1
44,15,78,113,1
44,15,121,113,1
44,15,17,115,1
44,15,47,115,1
44,15,87,115,1
44,15,128,118,1
44,15,63,121,1
44,15,67,121,1
44,15,71,126,1
44,15,35,127,1
