rep,rangepars,x,y,pres
58,5,40,2,1
58,5,121,2,1
58,5,30,5,1
58,5,119,5,1
58,5,31,6,1
58,5,48,9,1
58,5,11,10,1
58,5,84,11,1
58,5,113,11,1
58,5,106,13,1
58,5,13,14,1
58,5,103,14,1
58,5,70,15,1
58,5,7,17,1
58,5,25,17,1
58,5,116,19,1
58,5,24,20,1
58,5,126,20,1
58,5,11,23,1
58,5,80,23,1
58,5,93,24,1
58,5,40,25,1
58,5,75,25,1
58,5,71,29,1
58,5,64,30,1
58,5,70,31,1
58,5,64,35,1
58,5,116,35,1
58,5,6,36,1
58,5,18,38,1
58,5,25,44,1
58,5,40,44,1
58,5,18,45,1
58,5,14,46,1
58,5,80,47,1
58,5,60,48,1
58,5,69,49,1
58,5,92,56,1
58,5,96,56,1
58,5,25,57,1
58,5,114,58,1
58,5,126,58,1
58,5,38,59,1
58,5,27,60,1
58,5,48,62,1
58,5,63,64,1
58,5,49,66,1
58,5,25,67,1
58,5,48,67,1
58,5,115,67,1
58,5,61,68,1
58,5,111,70,1
58,5,36,71,1
58,5,79,72,1
58,5,90,74,1
58,5,4,75,1
58,5,63,75,1
58,5,40,81,1
58,5,31,82,1
58,5,32,82,1
58,5,111,82,1
58,5,41,83,1
58,5,84,83,1
58,5,100,88,1
58,5,101,90,1
58,5,62,93,1
58,5,116,93,1
58,5,6,96,1
58,5,86,97,1
58,5,106,99,1
58,5,75,100,1
58,5,65,101,1
58,5,87,102,1
58,5,84,103,1
58,5,33,104,1
58,5,59,105,1
58,5,71,106,1
58,5,3,107,1
58,5,51,108,1
58,5,81,108,1
58,5,111,108,1
58,5,15,109,1
58,5,94,109,1
58,5,121,109,1
58,5,39,111,1
58,5,74,111,1
58,5,102,111,1
58,5,29,113,1
58,5,112,113,1
58,5,112,114,1
58,5,10,115,1
58,5,43,115,1
58,5,61,118,1
58,5,91,120,1
58,5,74,121,1
58,5,57,122,1
58,5,16,123,1
58,5,89,123,1
58,5,124,123,1
58,5,114,127,1
