rep,rangepars,x,y,pres
38,15,55,1,1
38,15,40,2,1
38,15,8,3,1
38,15,69,3,1
38,15,15,7,1
38,15,32,10,1
38,15,59,11,1
38,15,76,15,1
38,15,62,17,1
38,15,100,19,1
38,15,113,19,1
38,15,13,20,1
38,15,89,23,1
38,15,32,24,1
38,15,114,26,1
38,15,57,31,1
38,15,110,35,1
38,15,12,36,1
38,15,25,36,1
38,15,72,37,1
38,15,6,39,1
38,15,19,39,1
38,15,47,39,1
38,15,117,42,1
38,15,39,47,1
38,15,25,49,1
38,15,23,50,1
38,15,75,50,1
38,15,122,50,1
38,15,77,55,1
38,15,13,60,1
38,15,22,60,1
38,15,28,61,1
38,15,23,63,1
38,15,84,63,1
38,15,94,63,1
38,15,24,64,1
38,15,77,64,1
38,15,19,66,1
38,15,21,66,1
38,15,52,66,1
38,15,118,68,1
38,15,103,69,1
38,15,41,70,1
38,15,26,71,1
38,15,79,72,1
38,15,97,72,1
38,15,10,75,1
38,15,22,75,1
38,15,31,75,1
38,15,48,75,1
38,15,118,75,1
38,15,75,76,1
38,15,121,76,1
38,15,4,77,1
38,15,9,77,1
38,15,89,77,1
38,15,124,77,1
38,15,17,78,1
38,15,7,79,1
38,15,66,79,1
38,15,91,80,1
38,15,92,81,1
38,15,75,83,1
38,15,54,84,1
38,15,110,86,1
38,15,90,87,1
38,15,69,90,1
38,15,110,91,1
38,15,23,92,1
38,15,59,92,1
38,15,64,96,1
38,15,52,98,1
38,15,93,98,1
38,15,108,99,1
38,15,73,101,1
38,15,111,101,1
38,15,46,104,1
38,15,100,104,1
38,15,42,106,1
38,15,13,108,1
38,15,19,109,1
38,15,125,109,1
38,15,75,110,1
38,15,109,112,1
38,15,27,115,1
38,15,49,115,1
38,15,21,117,1
38,15,58,117,1
38,15,81,117,1
38,15,11,118,1
38,15,87,119,1
38,15,13,121,1
38,15,43,121,1
38,15,79,122,1
38,15,14,123,1
38,15,128,123,1
38,15,55,125,1
38,15,37,126,1
38,15,76,127,1
