rep,rangepars,x,y,pres
10,15,28,1,1
10,15,92,2,1
10,15,97,2,1
10,15,46,3,1
10,15,119,3,1
10,15,61,4,1
10,15,20,5,1
10,15,29,5,1
10,15,75,5,1
10,15,5,6,1
10,15,97,7,1
10,15,107,8,1
10,15,116,10,1
10,15,29,13,1
10,15,51,13,1
10,15,117,14,1
10,15,1,15,1
10,15,91,15,1
10,15,11,17,1
10,15,72,17,1
10,15,55,19,1
10,15,61,21,1
10,15,66,21,1
10,15,71,21,1
10,15,107,22,1
10,15,17,26,1
10,15,117,26,1
10,15,45,27,1
10,15,110,28,1
10,15,17,29,1
10,15,1,30,1
10,15,80,30,1
10,15,25,32,1
10,15,92,35,1
10,15,9,36,1
10,15,97,36,1
10,15,12,38,1
10,15,60,38,1
10,15,76,38,1
10,15,120,39,1
10,15,6,40,1
10,15,82,41,1
10,15,125,43,1
10,15,24,46,1
10,15,41,47,1
10,15,12,50,1
10,15,6,56,1
10,15,103,56,1
10,15,71,59,1
10,15,69,63,1
10,15,102,63,1
10,15,121,63,1
10,15,11,64,1
10,15,22,66,1
10,15,114,67,1
10,15,4,69,1
10,15,82,70,1
10,15,80,72,1
10,15,43,73,1
10,15,26,74,1
10,15,93,77,1
10,15,64,78,1
10,15,13,79,1
10,15,30,81,1
10,15,126,82,1
10,15,94,83,1
10,15,121,84,1
10,15,121,85,1
10,15,101,86,1
10,15,86,88,1
10,15,44,89,1
10,15,51,89,1
10,15,92,89,1
10,15,9,90,1
10,15,64,91,1
10,15,3,93,1
10,15,65,93,1
10,15,67,99,1
10,15,34,100,1
10,15,42,102,1
10,15,64,102,1
10,15,76,104,1
10,15,7,105,1
10,15,45,106,1
10,15,81,107,1
10,15,72,108,1
10,15,121,108,1
10,15,36,109,1
10,15,37,111,1
10,15,12,113,1
10,15,106,113,1
10,15,4,114,1
10,15,72,115,1
10,15,17,116,1
10,15,27,122,1
10,15,71,122,1
10,15,25,123,1
10,15,39,123,1
10,15,47,123,1
10,15,31,127,1
