y,x,pres,rep,rangepar,disp,method
115,10,1,58,5,2,neutral
123,14,1,58,5,2,neutral
123,16,1,58,5,2,neutral
45,18,1,58,5,2,neutral
21,24,1,58,5,2,neutral
22,25,1,58,5,2,neutral
23,25,1,58,5,2,neutral
18,26,1,58,5,2,neutral
1,27,1,58,5,2,neutral
24,27,1,58,5,2,neutral
1,28,1,58,5,2,neutral
2,28,1,58,5,2,neutral
1,29,1,58,5,2,neutral
2,29,1,58,5,2,neutral
3,29,1,58,5,2,neutral
105,29,1,58,5,2,neutral
4,30,1,58,5,2,neutral
8,30,1,58,5,2,neutral
3,31,1,58,5,2,neutral
4,31,1,58,5,2,neutral
6,31,1,58,5,2,neutral
8,31,1,58,5,2,neutral
82,31,1,58,5,2,neutral
102,31,1,58,5,2,neutral
2,32,1,58,5,2,neutral
4,32,1,58,5,2,neutral
103,32,1,58,5,2,neutral
104,32,1,58,5,2,neutral
100,33,1,58,5,2,neutral
101,33,1,58,5,2,neutral
104,33,1,58,5,2,neutral
98,34,1,58,5,2,neutral
105,34,1,58,5,2,neutral
1,37,1,58,5,2,neutral
85,37,1,58,5,2,neutral
84,38,1,58,5,2,neutral
83,39,1,58,5,2,neutral
84,39,1,58,5,2,neutral
85,39,1,58,5,2,neutral
83,40,1,58,5,2,neutral
84,40,1,58,5,2,neutral
83,41,1,58,5,2,neutral
84,41,1,58,5,2,neutral
67,49,1,58,5,2,neutral
67,61,1,58,5,2,neutral
68,61,1,58,5,2,neutral
75,61,1,58,5,2,neutral
74,62,1,58,5,2,neutral
75,62,1,58,5,2,neutral
64,63,1,58,5,2,neutral
74,63,1,58,5,2,neutral
75,63,1,58,5,2,neutral
29,71,1,58,5,2,neutral
23,79,1,58,5,2,neutral
22,83,1,58,5,2,neutral
55,91,1,58,5,2,neutral
73,91,1,58,5,2,neutral
75,91,1,58,5,2,neutral
76,91,1,58,5,2,neutral
121,91,1,58,5,2,neutral
23,92,1,58,5,2,neutral
56,92,1,58,5,2,neutral
120,92,1,58,5,2,neutral
58,95,1,58,5,2,neutral
57,97,1,58,5,2,neutral
58,97,1,58,5,2,neutral
57,98,1,58,5,2,neutral
58,98,1,58,5,2,neutral
55,99,1,58,5,2,neutral
91,100,1,58,5,2,neutral
92,101,1,58,5,2,neutral
71,107,1,58,5,2,neutral
71,108,1,58,5,2,neutral
72,109,1,58,5,2,neutral
70,110,1,58,5,2,neutral
71,110,1,58,5,2,neutral
72,110,1,58,5,2,neutral
73,110,1,58,5,2,neutral
70,111,1,58,5,2,neutral
71,111,1,58,5,2,neutral
72,111,1,58,5,2,neutral
71,112,1,58,5,2,neutral
113,112,1,58,5,2,neutral
125,112,1,58,5,2,neutral
127,113,1,58,5,2,neutral
65,114,1,58,5,2,neutral
66,114,1,58,5,2,neutral
71,114,1,58,5,2,neutral
127,114,1,58,5,2,neutral
2,119,1,58,5,2,neutral
3,119,1,58,5,2,neutral
1,121,1,58,5,2,neutral
2,121,1,58,5,2,neutral
3,121,1,58,5,2,neutral
123,122,1,58,5,2,neutral
124,122,1,58,5,2,neutral
123,123,1,58,5,2,neutral
122,124,1,58,5,2,neutral
123,124,1,58,5,2,neutral
20,126,1,58,5,2,neutral
72,2,1,58,5,5,neutral
15,3,1,58,5,5,neutral
73,3,1,58,5,5,neutral
76,4,1,58,5,5,neutral
17,5,1,58,5,5,neutral
36,6,1,58,5,5,neutral
15,7,1,58,5,5,neutral
17,7,1,58,5,5,neutral
79,7,1,58,5,5,neutral
113,7,1,58,5,5,neutral
19,8,1,58,5,5,neutral
34,8,1,58,5,5,neutral
18,9,1,58,5,5,neutral
19,9,1,58,5,5,neutral
22,10,1,58,5,5,neutral
20,11,1,58,5,5,neutral
23,11,1,58,5,5,neutral
19,12,1,58,5,5,neutral
20,12,1,58,5,5,neutral
22,12,1,58,5,5,neutral
25,12,1,58,5,5,neutral
17,13,1,58,5,5,neutral
19,13,1,58,5,5,neutral
20,13,1,58,5,5,neutral
24,13,1,58,5,5,neutral
13,14,1,58,5,5,neutral
16,14,1,58,5,5,neutral
21,14,1,58,5,5,neutral
17,15,1,58,5,5,neutral
7,30,1,58,5,5,neutral
6,31,1,58,5,5,neutral
104,33,1,58,5,5,neutral
107,33,1,58,5,5,neutral
8,47,1,58,5,5,neutral
