rep,rangepars,x,y,pres
66,5,86,1,1
66,5,88,2,1
66,5,20,3,1
66,5,21,5,1
66,5,17,6,1
66,5,61,6,1
66,5,80,7,1
66,5,115,7,1
66,5,73,8,1
66,5,16,9,1
66,5,79,9,1
66,5,19,12,1
66,5,33,13,1
66,5,26,20,1
66,5,74,20,1
66,5,79,21,1
66,5,101,24,1
66,5,38,26,1
66,5,72,26,1
66,5,117,26,1
66,5,99,27,1
66,5,102,28,1
66,5,45,33,1
66,5,110,33,1
66,5,67,36,1
66,5,72,36,1
66,5,70,40,1
66,5,3,44,1
66,5,63,45,1
66,5,70,45,1
66,5,79,46,1
66,5,121,48,1
66,5,26,52,1
66,5,25,53,1
66,5,127,54,1
66,5,64,55,1
66,5,78,55,1
66,5,12,57,1
66,5,112,57,1
66,5,69,58,1
66,5,116,58,1
66,5,67,62,1
66,5,104,62,1
66,5,17,63,1
66,5,23,64,1
66,5,44,64,1
66,5,118,66,1
66,5,11,67,1
66,5,124,68,1
66,5,18,72,1
66,5,71,72,1
66,5,92,73,1
66,5,21,75,1
66,5,82,75,1
66,5,103,75,1
66,5,113,76,1
66,5,84,77,1
66,5,20,79,1
66,5,111,80,1
66,5,13,81,1
66,5,35,83,1
66,5,55,86,1
66,5,12,88,1
66,5,89,91,1
66,5,114,91,1
66,5,5,94,1
66,5,35,94,1
66,5,38,95,1
66,5,44,95,1
66,5,22,96,1
66,5,64,100,1
66,5,21,102,1
66,5,67,102,1
66,5,20,103,1
66,5,90,103,1
66,5,30,105,1
66,5,50,105,1
66,5,51,107,1
66,5,20,108,1
66,5,127,108,1
66,5,64,109,1
66,5,106,111,1
66,5,121,111,1
66,5,22,114,1
66,5,108,114,1
66,5,123,114,1
66,5,88,117,1
66,5,48,118,1
66,5,95,118,1
66,5,128,118,1
66,5,38,119,1
66,5,92,119,1
66,5,106,119,1
66,5,17,120,1
66,5,125,120,1
66,5,3,122,1
66,5,72,122,1
66,5,50,125,1
66,5,29,127,1
66,5,111,127,1
