rep,rangepars,x,y,pres
95,5,111,2,1
95,5,7,3,1
95,5,50,4,1
95,5,111,7,1
95,5,95,10,1
95,5,107,12,1
95,5,76,13,1
95,5,123,15,1
95,5,46,17,1
95,5,69,17,1
95,5,115,17,1
95,5,51,18,1
95,5,21,19,1
95,5,58,19,1
95,5,93,19,1
95,5,73,21,1
95,5,53,22,1
95,5,11,23,1
95,5,116,26,1
95,5,117,30,1
95,5,58,32,1
95,5,21,33,1
95,5,71,33,1
95,5,95,33,1
95,5,111,36,1
95,5,26,39,1
95,5,3,40,1
95,5,36,41,1
95,5,119,42,1
95,5,20,45,1
95,5,127,47,1
95,5,13,48,1
95,5,104,49,1
95,5,32,53,1
95,5,32,55,1
95,5,128,55,1
95,5,59,59,1
95,5,29,61,1
95,5,83,61,1
95,5,27,63,1
95,5,96,63,1
95,5,107,63,1
95,5,33,64,1
95,5,4,65,1
95,5,47,65,1
95,5,33,66,1
95,5,6,67,1
95,5,12,67,1
95,5,53,67,1
95,5,97,67,1
95,5,57,68,1
95,5,86,68,1
95,5,5,69,1
95,5,122,69,1
95,5,12,70,1
95,5,37,70,1
95,5,17,72,1
95,5,104,72,1
95,5,117,72,1
95,5,93,73,1
95,5,127,74,1
95,5,23,80,1
95,5,28,82,1
95,5,59,82,1
95,5,64,83,1
95,5,19,85,1
95,5,128,85,1
95,5,43,87,1
95,5,80,87,1
95,5,121,88,1
95,5,56,90,1
95,5,38,91,1
95,5,26,92,1
95,5,43,93,1
95,5,50,95,1
95,5,58,95,1
95,5,77,96,1
95,5,57,97,1
95,5,5,99,1
95,5,11,99,1
95,5,40,99,1
95,5,98,99,1
95,5,56,100,1
95,5,53,101,1
95,5,25,105,1
95,5,16,106,1
95,5,12,108,1
95,5,82,108,1
95,5,116,110,1
95,5,78,112,1
95,5,97,113,1
95,5,87,116,1
95,5,43,118,1
95,5,26,119,1
95,5,62,124,1
95,5,50,125,1
95,5,78,126,1
95,5,72,127,1
95,5,66,128,1
95,5,71,128,1
