rep,rangepars,x,y,pres
19,5,123,4,1
19,5,5,5,1
19,5,54,6,1
19,5,16,7,1
19,5,44,7,1
19,5,119,8,1
19,5,52,11,1
19,5,58,11,1
19,5,100,15,1
19,5,90,16,1
19,5,92,18,1
19,5,91,20,1
19,5,16,22,1
19,5,79,23,1
19,5,66,24,1
19,5,5,26,1
19,5,21,26,1
19,5,17,27,1
19,5,19,27,1
19,5,66,27,1
19,5,37,30,1
19,5,41,30,1
19,5,7,32,1
19,5,50,33,1
19,5,66,33,1
19,5,53,34,1
19,5,70,34,1
19,5,127,35,1
19,5,56,37,1
19,5,115,37,1
19,5,128,37,1
19,5,73,39,1
19,5,65,40,1
19,5,83,44,1
19,5,18,48,1
19,5,77,50,1
19,5,59,55,1
19,5,39,56,1
19,5,86,56,1
19,5,101,56,1
19,5,24,57,1
19,5,20,59,1
19,5,128,59,1
19,5,76,61,1
19,5,99,61,1
19,5,56,62,1
19,5,13,63,1
19,5,127,63,1
19,5,76,64,1
19,5,24,66,1
19,5,54,66,1
19,5,98,67,1
19,5,8,68,1
19,5,44,69,1
19,5,3,70,1
19,5,6,70,1
19,5,111,70,1
19,5,113,71,1
19,5,46,73,1
19,5,69,73,1
19,5,90,73,1
19,5,91,79,1
19,5,4,81,1
19,5,125,84,1
19,5,94,87,1
19,5,14,88,1
19,5,40,88,1
19,5,58,89,1
19,5,31,91,1
19,5,80,91,1
19,5,73,94,1
19,5,126,94,1
19,5,35,95,1
19,5,28,96,1
19,5,19,98,1
19,5,39,98,1
19,5,105,100,1
19,5,12,102,1
19,5,55,102,1
19,5,117,104,1
19,5,103,107,1
19,5,93,109,1
19,5,39,111,1
19,5,65,111,1
19,5,54,112,1
19,5,101,112,1
19,5,105,112,1
19,5,47,114,1
19,5,31,115,1
19,5,51,115,1
19,5,46,117,1
19,5,51,117,1
19,5,2,120,1
19,5,126,121,1
19,5,88,122,1
19,5,79,123,1
19,5,88,123,1
19,5,14,124,1
19,5,24,124,1
19,5,124,125,1
