rep,rangepars,x,y,pres
12,5,116,1,1
12,5,67,3,1
12,5,95,3,1
12,5,111,4,1
12,5,10,6,1
12,5,77,6,1
12,5,69,8,1
12,5,38,11,1
12,5,68,11,1
12,5,33,12,1
12,5,31,14,1
12,5,78,15,1
12,5,10,16,1
12,5,91,18,1
12,5,19,19,1
12,5,4,20,1
12,5,113,21,1
12,5,35,23,1
12,5,118,23,1
12,5,26,24,1
12,5,8,28,1
12,5,102,30,1
12,5,34,31,1
12,5,73,31,1
12,5,81,31,1
12,5,55,32,1
12,5,67,32,1
12,5,83,32,1
12,5,20,33,1
12,5,12,35,1
12,5,4,36,1
12,5,16,39,1
12,5,33,40,1
12,5,61,41,1
12,5,13,44,1
12,5,17,45,1
12,5,31,46,1
12,5,28,47,1
12,5,95,47,1
12,5,111,47,1
12,5,4,48,1
12,5,34,48,1
12,5,119,48,1
12,5,93,49,1
12,5,34,51,1
12,5,12,54,1
12,5,15,54,1
12,5,40,54,1
12,5,128,56,1
12,5,61,58,1
12,5,56,59,1
12,5,67,60,1
12,5,57,62,1
12,5,64,62,1
12,5,112,63,1
12,5,51,65,1
12,5,119,65,1
12,5,19,67,1
12,5,103,73,1
12,5,2,74,1
12,5,76,74,1
12,5,111,74,1
12,5,44,75,1
12,5,34,76,1
12,5,77,76,1
12,5,21,79,1
12,5,23,80,1
12,5,93,81,1
12,5,102,82,1
12,5,120,85,1
12,5,30,86,1
12,5,97,87,1
12,5,40,88,1
12,5,9,91,1
12,5,9,92,1
12,5,66,92,1
12,5,73,94,1
12,5,58,96,1
12,5,110,97,1
12,5,78,98,1
12,5,76,99,1
12,5,80,100,1
12,5,4,105,1
12,5,42,106,1
12,5,123,107,1
12,5,21,108,1
12,5,82,109,1
12,5,96,111,1
12,5,111,111,1
12,5,70,112,1
12,5,85,116,1
12,5,30,118,1
12,5,41,119,1
12,5,62,120,1
12,5,48,122,1
12,5,24,123,1
12,5,76,123,1
12,5,87,126,1
12,5,93,126,1
12,5,29,128,1
