rep,rangepars,x,y,pres
81,15,30,1,1
81,15,111,1,1
81,15,15,7,1
81,15,69,7,1
81,15,85,7,1
81,15,13,10,1
81,15,22,11,1
81,15,115,13,1
81,15,48,14,1
81,15,75,14,1
81,15,2,16,1
81,15,89,16,1
81,15,81,17,1
81,15,103,17,1
81,15,71,18,1
81,15,112,18,1
81,15,85,19,1
81,15,70,20,1
81,15,32,21,1
81,15,121,21,1
81,15,46,22,1
81,15,10,27,1
81,15,47,29,1
81,15,80,30,1
81,15,112,31,1
81,15,58,32,1
81,15,107,32,1
81,15,6,34,1
81,15,21,34,1
81,15,126,34,1
81,15,97,35,1
81,15,126,38,1
81,15,92,39,1
81,15,96,46,1
81,15,105,47,1
81,15,27,48,1
81,15,123,50,1
81,15,8,51,1
81,15,64,51,1
81,15,27,52,1
81,15,7,53,1
81,15,76,54,1
81,15,51,55,1
81,15,59,57,1
81,15,125,58,1
81,15,117,61,1
81,15,13,62,1
81,15,44,65,1
81,15,9,66,1
81,15,76,67,1
81,15,75,69,1
81,15,53,70,1
81,15,28,71,1
81,15,74,71,1
81,15,99,71,1
81,15,36,72,1
81,15,49,76,1
81,15,52,76,1
81,15,100,76,1
81,15,20,77,1
81,15,54,77,1
81,15,111,77,1
81,15,64,78,1
81,15,71,79,1
81,15,128,80,1
81,15,55,82,1
81,15,2,83,1
81,15,67,85,1
81,15,5,86,1
81,15,72,86,1
81,15,34,90,1
81,15,12,93,1
81,15,22,93,1
81,15,30,95,1
81,15,111,97,1
81,15,38,98,1
81,15,38,99,1
81,15,38,100,1
81,15,28,102,1
81,15,85,104,1
81,15,93,104,1
81,15,62,105,1
81,15,65,111,1
81,15,92,112,1
81,15,102,113,1
81,15,117,113,1
81,15,126,113,1
81,15,70,114,1
81,15,96,114,1
81,15,5,115,1
81,15,51,115,1
81,15,89,116,1
81,15,101,116,1
81,15,71,120,1
81,15,46,121,1
81,15,120,121,1
81,15,101,122,1
81,15,42,126,1
81,15,27,127,1
81,15,98,127,1
