rep,rangepars,x,y,pres
46,5,16,1,1
46,5,45,1,1
46,5,1,4,1
46,5,20,4,1
46,5,54,4,1
46,5,36,6,1
46,5,61,8,1
46,5,63,11,1
46,5,91,13,1
46,5,35,16,1
46,5,103,17,1
46,5,45,18,1
46,5,39,19,1
46,5,64,19,1
46,5,87,19,1
46,5,56,20,1
46,5,22,24,1
46,5,26,24,1
46,5,85,25,1
46,5,17,28,1
46,5,84,28,1
46,5,1,30,1
46,5,122,31,1
46,5,55,32,1
46,5,67,32,1
46,5,94,32,1
46,5,43,33,1
46,5,74,33,1
46,5,10,34,1
46,5,32,34,1
46,5,78,34,1
46,5,87,36,1
46,5,5,39,1
46,5,30,39,1
46,5,66,39,1
46,5,117,40,1
46,5,46,41,1
46,5,51,41,1
46,5,64,41,1
46,5,124,42,1
46,5,86,43,1
46,5,1,45,1
46,5,3,46,1
46,5,41,49,1
46,5,114,49,1
46,5,81,52,1
46,5,9,53,1
46,5,54,55,1
46,5,77,56,1
46,5,89,56,1
46,5,105,56,1
46,5,76,57,1
46,5,102,57,1
46,5,109,60,1
46,5,10,62,1
46,5,50,62,1
46,5,49,64,1
46,5,112,64,1
46,5,127,64,1
46,5,74,65,1
46,5,32,66,1
46,5,94,67,1
46,5,100,69,1
46,5,16,73,1
46,5,70,73,1
46,5,84,74,1
46,5,26,75,1
46,5,75,75,1
46,5,74,76,1
46,5,76,81,1
46,5,127,81,1
46,5,47,84,1
46,5,110,84,1
46,5,24,85,1
46,5,14,86,1
46,5,21,88,1
46,5,30,89,1
46,5,52,90,1
46,5,16,92,1
46,5,124,92,1
46,5,67,93,1
46,5,99,94,1
46,5,70,96,1
46,5,104,99,1
46,5,48,104,1
46,5,87,109,1
46,5,2,110,1
46,5,97,114,1
46,5,116,116,1
46,5,114,118,1
46,5,126,118,1
46,5,98,119,1
46,5,23,122,1
46,5,36,123,1
46,5,14,124,1
46,5,114,125,1
46,5,124,126,1
46,5,23,128,1
46,5,74,128,1
46,5,75,128,1
