rep,rangepars,x,y,pres
78,5,21,1,1
78,5,78,1,1
78,5,107,1,1
78,5,47,3,1
78,5,73,3,1
78,5,100,5,1
78,5,52,6,1
78,5,115,8,1
78,5,57,9,1
78,5,106,11,1
78,5,73,12,1
78,5,98,13,1
78,5,89,16,1
78,5,96,16,1
78,5,27,17,1
78,5,118,17,1
78,5,40,18,1
78,5,106,20,1
78,5,115,22,1
78,5,7,23,1
78,5,23,23,1
78,5,7,24,1
78,5,81,24,1
78,5,11,28,1
78,5,80,28,1
78,5,39,33,1
78,5,19,36,1
78,5,79,38,1
78,5,127,39,1
78,5,80,43,1
78,5,117,43,1
78,5,127,44,1
78,5,27,46,1
78,5,94,47,1
78,5,97,47,1
78,5,16,48,1
78,5,117,50,1
78,5,79,52,1
78,5,109,54,1
78,5,92,55,1
78,5,115,57,1
78,5,69,58,1
78,5,33,61,1
78,5,28,62,1
78,5,86,65,1
78,5,1,69,1
78,5,20,69,1
78,5,128,69,1
78,5,19,71,1
78,5,62,72,1
78,5,82,72,1
78,5,99,73,1
78,5,54,74,1
78,5,101,78,1
78,5,127,78,1
78,5,48,79,1
78,5,111,82,1
78,5,106,83,1
78,5,9,85,1
78,5,106,85,1
78,5,101,87,1
78,5,11,88,1
78,5,69,90,1
78,5,39,91,1
78,5,85,91,1
78,5,100,91,1
78,5,59,93,1
78,5,98,93,1
78,5,122,94,1
78,5,76,95,1
78,5,48,96,1
78,5,89,98,1
78,5,119,98,1
78,5,33,99,1
78,5,81,99,1
78,5,26,100,1
78,5,83,100,1
78,5,104,100,1
78,5,38,101,1
78,5,44,102,1
78,5,53,104,1
78,5,9,105,1
78,5,61,106,1
78,5,72,106,1
78,5,100,106,1
78,5,94,110,1
78,5,32,114,1
78,5,107,114,1
78,5,91,115,1
78,5,117,115,1
78,5,125,116,1
78,5,35,118,1
78,5,7,119,1
78,5,125,122,1
78,5,44,123,1
78,5,80,124,1
78,5,111,124,1
78,5,66,125,1
78,5,92,126,1
78,5,4,128,1
