rep,rangepars,x,y,pres
15,15,101,1,1
15,15,99,4,1
15,15,82,6,1
15,15,12,9,1
15,15,52,11,1
15,15,72,14,1
15,15,104,14,1
15,15,101,17,1
15,15,69,18,1
15,15,75,18,1
15,15,43,19,1
15,15,74,19,1
15,15,123,22,1
15,15,127,22,1
15,15,39,23,1
15,15,57,23,1
15,15,116,24,1
15,15,109,26,1
15,15,59,28,1
15,15,95,28,1
15,15,107,28,1
15,15,58,29,1
15,15,74,29,1
15,15,96,30,1
15,15,14,32,1
15,15,90,33,1
15,15,30,36,1
15,15,113,36,1
15,15,119,37,1
15,15,121,39,1
15,15,13,40,1
15,15,116,40,1
15,15,4,42,1
15,15,126,43,1
15,15,84,44,1
15,15,39,45,1
15,15,13,46,1
15,15,103,48,1
15,15,30,49,1
15,15,66,50,1
15,15,127,51,1
15,15,86,54,1
15,15,117,56,1
15,15,115,57,1
15,15,31,58,1
15,15,17,60,1
15,15,40,60,1
15,15,96,61,1
15,15,39,63,1
15,15,19,70,1
15,15,96,71,1
15,15,88,72,1
15,15,71,74,1
15,15,105,74,1
15,15,108,74,1
15,15,14,76,1
15,15,12,77,1
15,15,41,78,1
15,15,11,80,1
15,15,34,80,1
15,15,72,81,1
15,15,120,82,1
15,15,6,83,1
15,15,99,83,1
15,15,14,84,1
15,15,11,86,1
15,15,7,87,1
15,15,2,88,1
15,15,40,88,1
15,15,90,88,1
15,15,50,89,1
15,15,116,89,1
15,15,72,100,1
15,15,12,101,1
15,15,22,101,1
15,15,125,102,1
15,15,118,103,1
15,15,81,104,1
15,15,22,105,1
15,15,70,105,1
15,15,99,107,1
15,15,28,111,1
15,15,2,112,1
15,15,19,112,1
15,15,26,115,1
15,15,73,115,1
15,15,16,116,1
15,15,45,118,1
15,15,71,119,1
15,15,79,120,1
15,15,96,120,1
15,15,117,120,1
15,15,56,121,1
15,15,28,123,1
15,15,105,123,1
15,15,122,123,1
15,15,52,124,1
15,15,90,126,1
15,15,97,126,1
15,15,126,126,1
