rep,rangepars,x,y,pres
5,30,42,3,1
5,30,116,4,1
5,30,11,5,1
5,30,127,6,1
5,30,28,10,1
5,30,91,10,1
5,30,107,10,1
5,30,69,13,1
5,30,58,14,1
5,30,101,14,1
5,30,123,14,1
5,30,99,18,1
5,30,2,20,1
5,30,13,20,1
5,30,67,20,1
5,30,5,21,1
5,30,51,23,1
5,30,30,24,1
5,30,38,26,1
5,30,107,26,1
5,30,32,27,1
5,30,34,27,1
5,30,123,28,1
5,30,2,33,1
5,30,3,33,1
5,30,20,34,1
5,30,84,35,1
5,30,126,42,1
5,30,2,44,1
5,30,126,44,1
5,30,94,45,1
5,30,80,46,1
5,30,113,49,1
5,30,122,50,1
5,30,97,53,1
5,30,96,54,1
5,30,121,57,1
5,30,54,58,1
5,30,114,59,1
5,30,120,63,1
5,30,124,63,1
5,30,116,65,1
5,30,2,66,1
5,30,95,67,1
5,30,99,69,1
5,30,105,69,1
5,30,114,70,1
5,30,117,70,1
5,30,27,72,1
5,30,123,74,1
5,30,89,75,1
5,30,14,78,1
5,30,28,78,1
5,30,111,80,1
5,30,14,82,1
5,30,7,83,1
5,30,118,84,1
5,30,34,86,1
5,30,37,88,1
5,30,123,90,1
5,30,128,91,1
5,30,81,93,1
5,30,27,94,1
5,30,74,94,1
5,30,85,95,1
5,30,88,96,1
5,30,34,97,1
5,30,61,98,1
5,30,38,99,1
5,30,24,101,1
5,30,31,101,1
5,30,94,101,1
5,30,126,103,1
5,30,79,104,1
5,30,108,104,1
5,30,87,105,1
5,30,91,107,1
5,30,102,108,1
5,30,93,110,1
5,30,22,111,1
5,30,121,111,1
5,30,41,115,1
5,30,61,116,1
5,30,122,117,1
5,30,85,118,1
5,30,113,118,1
5,30,22,119,1
5,30,86,119,1
5,30,8,120,1
5,30,100,122,1
5,30,105,122,1
5,30,87,123,1
5,30,65,125,1
5,30,128,125,1
5,30,94,126,1
5,30,84,127,1
5,30,105,127,1
5,30,116,127,1
5,30,74,128,1
5,30,89,128,1
