y,x,pres,rep,rangepar,disp,method
52,6,1,70,5,2,neutral
52,7,1,70,5,2,neutral
51,8,1,70,5,2,neutral
74,8,1,70,5,2,neutral
65,12,1,70,5,2,neutral
116,18,1,70,5,2,neutral
117,18,1,70,5,2,neutral
57,22,1,70,5,2,neutral
69,22,1,70,5,2,neutral
69,23,1,70,5,2,neutral
71,23,1,70,5,2,neutral
57,24,1,70,5,2,neutral
69,25,1,70,5,2,neutral
71,25,1,70,5,2,neutral
47,26,1,70,5,2,neutral
47,27,1,70,5,2,neutral
68,27,1,70,5,2,neutral
66,28,1,70,5,2,neutral
67,28,1,70,5,2,neutral
68,28,1,70,5,2,neutral
64,29,1,70,5,2,neutral
65,29,1,70,5,2,neutral
66,29,1,70,5,2,neutral
67,29,1,70,5,2,neutral
63,30,1,70,5,2,neutral
62,31,1,70,5,2,neutral
62,32,1,70,5,2,neutral
4,33,1,70,5,2,neutral
26,33,1,70,5,2,neutral
26,34,1,70,5,2,neutral
87,34,1,70,5,2,neutral
27,35,1,70,5,2,neutral
28,35,1,70,5,2,neutral
29,36,1,70,5,2,neutral
56,39,1,70,5,2,neutral
57,39,1,70,5,2,neutral
32,41,1,70,5,2,neutral
33,41,1,70,5,2,neutral
35,41,1,70,5,2,neutral
33,42,1,70,5,2,neutral
34,42,1,70,5,2,neutral
72,42,1,70,5,2,neutral
24,56,1,70,5,2,neutral
118,60,1,70,5,2,neutral
30,64,1,70,5,2,neutral
34,64,1,70,5,2,neutral
32,65,1,70,5,2,neutral
34,65,1,70,5,2,neutral
33,66,1,70,5,2,neutral
34,66,1,70,5,2,neutral
116,66,1,70,5,2,neutral
120,66,1,70,5,2,neutral
34,67,1,70,5,2,neutral
47,67,1,70,5,2,neutral
50,67,1,70,5,2,neutral
21,68,1,70,5,2,neutral
48,68,1,70,5,2,neutral
21,69,1,70,5,2,neutral
47,69,1,70,5,2,neutral
22,70,1,70,5,2,neutral
23,70,1,70,5,2,neutral
47,70,1,70,5,2,neutral
22,72,1,70,5,2,neutral
33,77,1,70,5,2,neutral
12,82,1,70,5,2,neutral
12,83,1,70,5,2,neutral
72,84,1,70,5,2,neutral
73,84,1,70,5,2,neutral
11,85,1,70,5,2,neutral
74,85,1,70,5,2,neutral
13,91,1,70,5,2,neutral
17,91,1,70,5,2,neutral
16,92,1,70,5,2,neutral
103,93,1,70,5,2,neutral
66,111,1,70,5,2,neutral
65,112,1,70,5,2,neutral
67,112,1,70,5,2,neutral
23,115,1,70,5,2,neutral
24,115,1,70,5,2,neutral
93,117,1,70,5,2,neutral
94,118,1,70,5,2,neutral
85,121,1,70,5,2,neutral
84,123,1,70,5,2,neutral
85,123,1,70,5,2,neutral
60,124,1,70,5,2,neutral
61,124,1,70,5,2,neutral
12,125,1,70,5,2,neutral
16,125,1,70,5,2,neutral
40,125,1,70,5,2,neutral
60,125,1,70,5,2,neutral
62,125,1,70,5,2,neutral
61,126,1,70,5,2,neutral
62,126,1,70,5,2,neutral
63,126,1,70,5,2,neutral
40,127,1,70,5,2,neutral
60,127,1,70,5,2,neutral
61,127,1,70,5,2,neutral
62,127,1,70,5,2,neutral
39,128,1,70,5,2,neutral
59,128,1,70,5,2,neutral
108,2,1,70,5,5,neutral
100,4,1,70,5,5,neutral
50,5,1,70,5,5,neutral
105,5,1,70,5,5,neutral
100,6,1,70,5,5,neutral
49,7,1,70,5,5,neutral
77,7,1,70,5,5,neutral
49,8,1,70,5,5,neutral
80,8,1,70,5,5,neutral
85,8,1,70,5,5,neutral
89,8,1,70,5,5,neutral
101,8,1,70,5,5,neutral
106,8,1,70,5,5,neutral
84,9,1,70,5,5,neutral
82,10,1,70,5,5,neutral
84,10,1,70,5,5,neutral
89,10,1,70,5,5,neutral
101,10,1,70,5,5,neutral
103,10,1,70,5,5,neutral
87,11,1,70,5,5,neutral
106,11,1,70,5,5,neutral
85,12,1,70,5,5,neutral
104,12,1,70,5,5,neutral
81,13,1,70,5,5,neutral
82,13,1,70,5,5,neutral
101,13,1,70,5,5,neutral
69,18,1,70,5,5,neutral
4,20,1,70,5,5,neutral
52,20,1,70,5,5,neutral
71,20,1,70,5,5,neutral
12,22,1,70,5,5,neutral
60,22,1,70,5,5,neutral
3,23,1,70,5,5,neutral
7,23,1,70,5,5,neutral
10,23,1,70,5,5,neutral
54,23,1,70,5,5,neutral
56,23,1,70,5,5,neutral
68,23,1,70,5,5,neutral
13,25,1,70,5,5,neutral
70,25,1,70,5,5,neutral
71,25,1,70,5,5,neutral
1,26,1,70,5,5,neutral
3,26,1,70,5,5,neutral
4,26,1,70,5,5,neutral
10,26,1,70,5,5,neutral
2,27,1,70,5,5,neutral
6,27,1,70,5,5,neutral
47,27,1,70,5,5,neutral
65,27,1,70,5,5,neutral
25,29,1,70,5,5,neutral
67,29,1,70,5,5,neutral
70,29,1,70,5,5,neutral
11,30,1,70,5,5,neutral
69,30,1,70,5,5,neutral
65,31,1,70,5,5,neutral
67,33,1,70,5,5,neutral
58,38,1,70,5,5,neutral
58,39,1,70,5,5,neutral
34,41,1,70,5,5,neutral
43,41,1,70,5,5,neutral
116,47,1,70,5,5,neutral
34,59,1,70,5,5,neutral
34,60,1,70,5,5,neutral
95,60,1,70,5,5,neutral
37,61,1,70,5,5,neutral
34,65,1,70,5,5,neutral
37,65,1,70,5,5,neutral
80,73,1,70,5,5,neutral
80,81,1,70,5,5,neutral
78,82,1,70,5,5,neutral
77,85,1,70,5,5,neutral
79,85,1,70,5,5,neutral
22,92,1,70,5,5,neutral
22,94,1,70,5,5,neutral
49,97,1,70,5,5,neutral
8,100,1,70,5,5,neutral
100,101,1,70,5,5,neutral
3,102,1,70,5,5,neutral
60,104,1,70,5,5,neutral
104,104,1,70,5,5,neutral
105,104,1,70,5,5,neutral
107,105,1,70,5,5,neutral
46,106,1,70,5,5,neutral
60,106,1,70,5,5,neutral
54,107,1,70,5,5,neutral
51,109,1,70,5,5,neutral
55,109,1,70,5,5,neutral
51,110,1,70,5,5,neutral
88,110,1,70,5,5,neutral
55,111,1,70,5,5,neutral
69,111,1,70,5,5,neutral
65,112,1,70,5,5,neutral
90,113,1,70,5,5,neutral
53,114,1,70,5,5,neutral
25,115,1,70,5,5,neutral
94,115,1,70,5,5,neutral
44,116,1,70,5,5,neutral
70,116,1,70,5,5,neutral
22,118,1,70,5,5,neutral
17,127,1,70,5,5,neutral
11,2,1,70,5,15,neutral
18,2,1,70,5,15,neutral
113,3,1,70,5,15,neutral
11,4,1,70,5,15,neutral
18,4,1,70,5,15,neutral
109,6,1,70,5,15,neutral
124,7,1,70,5,15,neutral
22,8,1,70,5,15,neutral
64,14,1,70,5,15,neutral
114,14,1,70,5,15,neutral
117,17,1,70,5,15,neutral
6,19,1,70,5,15,neutral
68,19,1,70,5,15,neutral
106,19,1,70,5,15,neutral
24,21,1,70,5,15,neutral
2,22,1,70,5,15,neutral
31,23,1,70,5,15,neutral
70,25,1,70,5,15,neutral
61,30,1,70,5,15,neutral
3,32,1,70,5,15,neutral
5,32,1,70,5,15,neutral
33,32,1,70,5,15,neutral
61,32,1,70,5,15,neutral
115,32,1,70,5,15,neutral
68,33,1,70,5,15,neutral
67,36,1,70,5,15,neutral
109,36,1,70,5,15,neutral
123,36,1,70,5,15,neutral
20,37,1,70,5,15,neutral
118,37,1,70,5,15,neutral
117,39,1,70,5,15,neutral
6,40,1,70,5,15,neutral
114,40,1,70,5,15,neutral
6,41,1,70,5,15,neutral
25,41,1,70,5,15,neutral
34,41,1,70,5,15,neutral
110,42,1,70,5,15,neutral
60,49,1,70,5,15,neutral
33,58,1,70,5,15,neutral
112,59,1,70,5,15,neutral
117,62,1,70,5,15,neutral
35,64,1,70,5,15,neutral
125,64,1,70,5,15,neutral
34,65,1,70,5,15,neutral
35,65,1,70,5,15,neutral
116,66,1,70,5,15,neutral
29,68,1,70,5,15,neutral
123,72,1,70,5,15,neutral
33,78,1,70,5,15,neutral
93,78,1,70,5,15,neutral
82,81,1,70,5,15,neutral
75,82,1,70,5,15,neutral
21,83,1,70,5,15,neutral
4,86,1,70,5,15,neutral
25,87,1,70,5,15,neutral
90,89,1,70,5,15,neutral
102,90,1,70,5,15,neutral
66,91,1,70,5,15,neutral
4,93,1,70,5,15,neutral
17,93,1,70,5,15,neutral
74,94,1,70,5,15,neutral
90,94,1,70,5,15,neutral
93,94,1,70,5,15,neutral
85,95,1,70,5,15,neutral
78,96,1,70,5,15,neutral
79,96,1,70,5,15,neutral
5,98,1,70,5,15,neutral
112,98,1,70,5,15,neutral
68,102,1,70,5,15,neutral
76,102,1,70,5,15,neutral
80,103,1,70,5,15,neutral
83,104,1,70,5,15,neutral
90,104,1,70,5,15,neutral
109,104,1,70,5,15,neutral
77,105,1,70,5,15,neutral
64,106,1,70,5,15,neutral
56,107,1,70,5,15,neutral
57,107,1,70,5,15,neutral
9,108,1,70,5,15,neutral
21,110,1,70,5,15,neutral
9,111,1,70,5,15,neutral
66,111,1,70,5,15,neutral
1,113,1,70,5,15,neutral
7,113,1,70,5,15,neutral
7,114,1,70,5,15,neutral
57,115,1,70,5,15,neutral
14,116,1,70,5,15,neutral
