rep,rangepars,x,y,pres
79,5,89,1,1
79,5,102,2,1
79,5,78,4,1
79,5,91,4,1
79,5,70,5,1
79,5,15,6,1
79,5,36,7,1
79,5,113,10,1
79,5,119,12,1
79,5,86,13,1
79,5,60,15,1
79,5,80,15,1
79,5,55,16,1
79,5,36,17,1
79,5,125,17,1
79,5,73,18,1
79,5,58,19,1
79,5,41,23,1
79,5,114,24,1
79,5,98,25,1
79,5,79,26,1
79,5,110,28,1
79,5,60,29,1
79,5,101,29,1
79,5,121,32,1
79,5,103,33,1
79,5,12,35,1
79,5,23,35,1
79,5,86,36,1
79,5,76,38,1
79,5,98,42,1
79,5,32,43,1
79,5,9,46,1
79,5,52,46,1
79,5,46,48,1
79,5,109,48,1
79,5,39,49,1
79,5,108,50,1
79,5,126,51,1
79,5,73,52,1
79,5,25,53,1
79,5,32,54,1
79,5,66,55,1
79,5,37,56,1
79,5,34,58,1
79,5,79,58,1
79,5,107,58,1
79,5,86,60,1
79,5,82,61,1
79,5,79,62,1
79,5,14,63,1
79,5,85,65,1
79,5,122,65,1
79,5,45,66,1
79,5,19,69,1
79,5,94,69,1
79,5,37,70,1
79,5,88,71,1
79,5,88,72,1
79,5,1,73,1
79,5,31,74,1
79,5,15,76,1
79,5,16,80,1
79,5,32,82,1
79,5,88,83,1
79,5,63,84,1
79,5,103,85,1
79,5,122,85,1
79,5,45,91,1
79,5,62,91,1
79,5,125,91,1
79,5,115,92,1
79,5,3,94,1
79,5,102,96,1
79,5,23,97,1
79,5,3,99,1
79,5,4,99,1
79,5,12,100,1
79,5,18,101,1
79,5,41,101,1
79,5,45,101,1
79,5,81,103,1
79,5,117,103,1
79,5,54,105,1
79,5,124,106,1
79,5,115,107,1
79,5,5,108,1
79,5,57,109,1
79,5,33,111,1
79,5,26,113,1
79,5,68,113,1
79,5,119,113,1
79,5,25,114,1
79,5,14,118,1
79,5,92,118,1
79,5,20,120,1
79,5,5,123,1
79,5,66,125,1
79,5,15,126,1
79,5,56,127,1
