rep,rangepars,x,y,pres
99,5,42,1,1
99,5,63,2,1
99,5,45,4,1
99,5,47,4,1
99,5,66,4,1
99,5,70,4,1
99,5,91,4,1
99,5,43,5,1
99,5,34,6,1
99,5,94,7,1
99,5,71,9,1
99,5,98,9,1
99,5,122,11,1
99,5,15,13,1
99,5,56,14,1
99,5,37,16,1
99,5,35,18,1
99,5,62,21,1
99,5,96,22,1
99,5,34,25,1
99,5,63,26,1
99,5,74,33,1
99,5,85,33,1
99,5,115,38,1
99,5,123,38,1
99,5,38,39,1
99,5,89,39,1
99,5,115,40,1
99,5,12,45,1
99,5,43,45,1
99,5,101,46,1
99,5,24,47,1
99,5,122,47,1
99,5,99,49,1
99,5,128,49,1
99,5,14,50,1
99,5,50,52,1
99,5,127,52,1
99,5,108,54,1
99,5,33,57,1
99,5,101,57,1
99,5,104,57,1
99,5,107,58,1
99,5,1,63,1
99,5,10,64,1
99,5,20,64,1
99,5,13,65,1
99,5,108,67,1
99,5,93,71,1
99,5,12,72,1
99,5,57,72,1
99,5,126,72,1
99,5,71,75,1
99,5,22,76,1
99,5,1,77,1
99,5,16,79,1
99,5,104,80,1
99,5,19,82,1
99,5,38,82,1
99,5,125,82,1
99,5,84,84,1
99,5,8,85,1
99,5,80,85,1
99,5,66,87,1
99,5,107,89,1
99,5,1,90,1
99,5,21,90,1
99,5,103,91,1
99,5,102,94,1
99,5,2,98,1
99,5,76,98,1
99,5,3,99,1
99,5,36,99,1
99,5,91,99,1
99,5,124,101,1
99,5,91,102,1
99,5,67,103,1
99,5,9,104,1
99,5,25,106,1
99,5,128,111,1
99,5,13,112,1
99,5,62,112,1
99,5,106,112,1
99,5,120,112,1
99,5,31,115,1
99,5,64,116,1
99,5,16,117,1
99,5,22,118,1
99,5,38,118,1
99,5,112,119,1
99,5,119,120,1
99,5,8,122,1
99,5,80,122,1
99,5,112,122,1
99,5,90,123,1
99,5,48,124,1
99,5,123,124,1
99,5,109,125,1
99,5,26,126,1
99,5,111,128,1
