rep,rangepars,x,y,pres
74,30,54,2,1
74,30,100,2,1
74,30,56,5,1
74,30,65,5,1
74,30,119,6,1
74,30,125,8,1
74,30,40,9,1
74,30,92,10,1
74,30,98,11,1
74,30,116,12,1
74,30,22,13,1
74,30,52,13,1
74,30,58,15,1
74,30,21,16,1
74,30,20,18,1
74,30,25,19,1
74,30,74,22,1
74,30,120,25,1
74,30,110,28,1
74,30,56,29,1
74,30,86,29,1
74,30,115,31,1
74,30,32,32,1
74,30,33,32,1
74,30,10,36,1
74,30,13,37,1
74,30,56,38,1
74,30,100,39,1
74,30,116,39,1
74,30,3,41,1
74,30,106,42,1
74,30,110,43,1
74,30,34,44,1
74,30,40,44,1
74,30,25,47,1
74,30,112,49,1
74,30,84,59,1
74,30,103,60,1
74,30,106,60,1
74,30,50,61,1
74,30,68,61,1
74,30,26,65,1
74,30,20,67,1
74,30,43,69,1
74,30,76,70,1
74,30,106,70,1
74,30,98,74,1
74,30,110,75,1
74,30,97,77,1
74,30,108,77,1
74,30,24,78,1
74,30,48,78,1
74,30,5,80,1
74,30,102,80,1
74,30,29,82,1
74,30,128,82,1
74,30,53,83,1
74,30,107,87,1
74,30,29,89,1
74,30,65,89,1
74,30,101,89,1
74,30,101,91,1
74,30,86,92,1
74,30,120,94,1
74,30,126,94,1
74,30,19,95,1
74,30,118,95,1
74,30,124,95,1
74,30,24,97,1
74,30,75,97,1
74,30,115,97,1
74,30,51,101,1
74,30,87,101,1
74,30,95,101,1
74,30,15,102,1
74,30,126,102,1
74,30,18,103,1
74,30,24,103,1
74,30,34,103,1
74,30,40,104,1
74,30,84,104,1
74,30,39,105,1
74,30,34,110,1
74,30,17,112,1
74,30,103,113,1
74,30,126,113,1
74,30,40,114,1
74,30,25,115,1
74,30,93,115,1
74,30,70,116,1
74,30,13,117,1
74,30,3,119,1
74,30,109,119,1
74,30,17,120,1
74,30,52,122,1
74,30,104,122,1
74,30,128,123,1
74,30,79,124,1
74,30,114,125,1
74,30,100,127,1
