y,x,pres,rep,rangepar,disp,method
49,6,1,23,5,2,neutral
50,6,1,23,5,2,neutral
112,7,1,23,5,2,neutral
11,10,1,23,5,2,neutral
26,24,1,23,5,2,neutral
27,25,1,23,5,2,neutral
26,26,1,23,5,2,neutral
43,26,1,23,5,2,neutral
42,27,1,23,5,2,neutral
98,27,1,23,5,2,neutral
99,27,1,23,5,2,neutral
100,27,1,23,5,2,neutral
57,28,1,23,5,2,neutral
58,28,1,23,5,2,neutral
98,28,1,23,5,2,neutral
99,28,1,23,5,2,neutral
57,29,1,23,5,2,neutral
58,29,1,23,5,2,neutral
99,29,1,23,5,2,neutral
99,31,1,23,5,2,neutral
43,39,1,23,5,2,neutral
43,40,1,23,5,2,neutral
41,46,1,23,5,2,neutral
44,46,1,23,5,2,neutral
42,47,1,23,5,2,neutral
45,50,1,23,5,2,neutral
44,52,1,23,5,2,neutral
89,57,1,23,5,2,neutral
90,57,1,23,5,2,neutral
91,57,1,23,5,2,neutral
92,57,1,23,5,2,neutral
93,57,1,23,5,2,neutral
95,57,1,23,5,2,neutral
90,58,1,23,5,2,neutral
94,58,1,23,5,2,neutral
95,58,1,23,5,2,neutral
91,59,1,23,5,2,neutral
94,59,1,23,5,2,neutral
96,59,1,23,5,2,neutral
97,60,1,23,5,2,neutral
95,61,1,23,5,2,neutral
35,70,1,23,5,2,neutral
33,71,1,23,5,2,neutral
112,71,1,23,5,2,neutral
32,73,1,23,5,2,neutral
27,74,1,23,5,2,neutral
35,74,1,23,5,2,neutral
25,75,1,23,5,2,neutral
16,76,1,23,5,2,neutral
16,77,1,23,5,2,neutral
17,77,1,23,5,2,neutral
18,77,1,23,5,2,neutral
20,77,1,23,5,2,neutral
24,77,1,23,5,2,neutral
13,78,1,23,5,2,neutral
16,78,1,23,5,2,neutral
17,78,1,23,5,2,neutral
18,78,1,23,5,2,neutral
21,78,1,23,5,2,neutral
23,78,1,23,5,2,neutral
24,78,1,23,5,2,neutral
70,78,1,23,5,2,neutral
71,78,1,23,5,2,neutral
15,79,1,23,5,2,neutral
16,79,1,23,5,2,neutral
19,79,1,23,5,2,neutral
17,80,1,23,5,2,neutral
69,80,1,23,5,2,neutral
12,81,1,23,5,2,neutral
14,81,1,23,5,2,neutral
16,81,1,23,5,2,neutral
13,82,1,23,5,2,neutral
14,82,1,23,5,2,neutral
15,82,1,23,5,2,neutral
16,82,1,23,5,2,neutral
116,82,1,23,5,2,neutral
15,83,1,23,5,2,neutral
16,83,1,23,5,2,neutral
15,84,1,23,5,2,neutral
116,84,1,23,5,2,neutral
17,85,1,23,5,2,neutral
64,95,1,23,5,2,neutral
64,97,1,23,5,2,neutral
81,98,1,23,5,2,neutral
68,106,1,23,5,2,neutral
124,106,1,23,5,2,neutral
126,108,1,23,5,2,neutral
87,110,1,23,5,2,neutral
85,111,1,23,5,2,neutral
86,111,1,23,5,2,neutral
87,113,1,23,5,2,neutral
121,117,1,23,5,2,neutral
39,118,1,23,5,2,neutral
17,124,1,23,5,2,neutral
17,125,1,23,5,2,neutral
18,126,1,23,5,2,neutral
93,126,1,23,5,2,neutral
96,127,1,23,5,2,neutral
94,128,1,23,5,2,neutral
95,128,1,23,5,2,neutral
54,7,1,23,5,5,neutral
53,9,1,23,5,5,neutral
51,10,1,23,5,5,neutral
55,10,1,23,5,5,neutral
50,11,1,23,5,5,neutral
43,19,1,23,5,5,neutral
41,21,1,23,5,5,neutral
58,26,1,23,5,5,neutral
56,28,1,23,5,5,neutral
2,34,1,23,5,5,neutral
112,34,1,23,5,5,neutral
6,36,1,23,5,5,neutral
108,36,1,23,5,5,neutral
4,37,1,23,5,5,neutral
112,37,1,23,5,5,neutral
40,42,1,23,5,5,neutral
84,44,1,23,5,5,neutral
41,47,1,23,5,5,neutral
85,47,1,23,5,5,neutral
87,47,1,23,5,5,neutral
96,48,1,23,5,5,neutral
46,49,1,23,5,5,neutral
85,49,1,23,5,5,neutral
38,54,1,23,5,5,neutral
42,54,1,23,5,5,neutral
97,55,1,23,5,5,neutral
100,56,1,23,5,5,neutral
68,57,1,23,5,5,neutral
69,59,1,23,5,5,neutral
93,59,1,23,5,5,neutral
79,66,1,23,5,5,neutral
114,68,1,23,5,5,neutral
112,69,1,23,5,5,neutral
36,71,1,23,5,5,neutral
22,72,1,23,5,5,neutral
115,73,1,23,5,5,neutral
20,78,1,23,5,5,neutral
21,79,1,23,5,5,neutral
105,79,1,23,5,5,neutral
20,81,1,23,5,5,neutral
17,82,1,23,5,5,neutral
22,82,1,23,5,5,neutral
23,82,1,23,5,5,neutral
15,83,1,23,5,5,neutral
20,83,1,23,5,5,neutral
105,83,1,23,5,5,neutral
107,84,1,23,5,5,neutral
108,84,1,23,5,5,neutral
19,85,1,23,5,5,neutral
108,85,1,23,5,5,neutral
18,86,1,23,5,5,neutral
109,87,1,23,5,5,neutral
16,88,1,23,5,5,neutral
17,88,1,23,5,5,neutral
19,89,1,23,5,5,neutral
112,93,1,23,5,5,neutral
57,95,1,23,5,5,neutral
108,95,1,23,5,5,neutral
56,97,1,23,5,5,neutral
59,97,1,23,5,5,neutral
88,97,1,23,5,5,neutral
56,98,1,23,5,5,neutral
112,98,1,23,5,5,neutral
57,101,1,23,5,5,neutral
56,102,1,23,5,5,neutral
59,102,1,23,5,5,neutral
76,102,1,23,5,5,neutral
28,103,1,23,5,5,neutral
88,103,1,23,5,5,neutral
73,105,1,23,5,5,neutral
73,106,1,23,5,5,neutral
110,108,1,23,5,5,neutral
92,112,1,23,5,5,neutral
87,113,1,23,5,5,neutral
78,114,1,23,5,5,neutral
90,115,1,23,5,5,neutral
77,116,1,23,5,5,neutral
78,116,1,23,5,5,neutral
85,116,1,23,5,5,neutral
121,117,1,23,5,5,neutral
123,117,1,23,5,5,neutral
117,118,1,23,5,5,neutral
102,119,1,23,5,5,neutral
102,120,1,23,5,5,neutral
95,122,1,23,5,5,neutral
102,122,1,23,5,5,neutral
97,123,1,23,5,5,neutral
99,123,1,23,5,5,neutral
101,123,1,23,5,5,neutral
91,124,1,23,5,5,neutral
101,124,1,23,5,5,neutral
103,124,1,23,5,5,neutral
18,126,1,23,5,5,neutral
99,126,1,23,5,5,neutral
35,127,1,23,5,5,neutral
103,127,1,23,5,5,neutral
105,127,1,23,5,5,neutral
18,128,1,23,5,5,neutral
40,128,1,23,5,5,neutral
104,128,1,23,5,5,neutral
51,2,1,23,5,15,neutral
58,2,1,23,5,15,neutral
19,9,1,23,5,15,neutral
59,10,1,23,5,15,neutral
124,10,1,23,5,15,neutral
128,10,1,23,5,15,neutral
27,13,1,23,5,15,neutral
48,13,1,23,5,15,neutral
57,14,1,23,5,15,neutral
116,14,1,23,5,15,neutral
124,20,1,23,5,15,neutral
20,23,1,23,5,15,neutral
23,23,1,23,5,15,neutral
101,23,1,23,5,15,neutral
104,23,1,23,5,15,neutral
106,25,1,23,5,15,neutral
70,26,1,23,5,15,neutral
97,29,1,23,5,15,neutral
39,34,1,23,5,15,neutral
36,36,1,23,5,15,neutral
72,36,1,23,5,15,neutral
74,38,1,23,5,15,neutral
34,42,1,23,5,15,neutral
75,42,1,23,5,15,neutral
78,43,1,23,5,15,neutral
80,43,1,23,5,15,neutral
73,44,1,23,5,15,neutral
77,44,1,23,5,15,neutral
31,45,1,23,5,15,neutral
45,50,1,23,5,15,neutral
58,50,1,23,5,15,neutral
39,52,1,23,5,15,neutral
94,56,1,23,5,15,neutral
105,56,1,23,5,15,neutral
84,59,1,23,5,15,neutral
107,61,1,23,5,15,neutral
64,62,1,23,5,15,neutral
104,63,1,23,5,15,neutral
88,64,1,23,5,15,neutral
39,66,1,23,5,15,neutral
30,67,1,23,5,15,neutral
32,67,1,23,5,15,neutral
27,70,1,23,5,15,neutral
34,70,1,23,5,15,neutral
100,70,1,23,5,15,neutral
119,70,1,23,5,15,neutral
65,73,1,23,5,15,neutral
99,73,1,23,5,15,neutral
25,74,1,23,5,15,neutral
31,75,1,23,5,15,neutral
117,75,1,23,5,15,neutral
71,76,1,23,5,15,neutral
21,78,1,23,5,15,neutral
75,78,1,23,5,15,neutral
126,78,1,23,5,15,neutral
105,80,1,23,5,15,neutral
26,81,1,23,5,15,neutral
11,82,1,23,5,15,neutral
85,82,1,23,5,15,neutral
30,83,1,23,5,15,neutral
32,84,1,23,5,15,neutral
90,84,1,23,5,15,neutral
5,85,1,23,5,15,neutral
20,88,1,23,5,15,neutral
105,88,1,23,5,15,neutral
20,90,1,23,5,15,neutral
1,91,1,23,5,15,neutral
101,92,1,23,5,15,neutral
90,94,1,23,5,15,neutral
105,94,1,23,5,15,neutral
26,97,1,23,5,15,neutral
89,102,1,23,5,15,neutral
122,102,1,23,5,15,neutral
84,103,1,23,5,15,neutral
94,103,1,23,5,15,neutral
121,103,1,23,5,15,neutral
105,104,1,23,5,15,neutral
113,104,1,23,5,15,neutral
125,104,1,23,5,15,neutral
68,106,1,23,5,15,neutral
58,108,1,23,5,15,neutral
101,109,1,23,5,15,neutral
79,111,1,23,5,15,neutral
29,113,1,23,5,15,neutral
125,113,1,23,5,15,neutral
5,116,1,23,5,15,neutral
114,117,1,23,5,15,neutral
100,118,1,23,5,15,neutral
12,119,1,23,5,15,neutral
18,119,1,23,5,15,neutral
21,119,1,23,5,15,neutral
85,119,1,23,5,15,neutral
22,120,1,23,5,15,neutral
97,120,1,23,5,15,neutral
86,121,1,23,5,15,neutral
93,123,1,23,5,15,neutral
128,126,1,23,5,15,neutral
18,127,1,23,5,15,neutral
4,128,1,23,5,15,neutral
94,128,1,23,5,15,neutral
79,2,1,23,5,2,positive
80,2,1,23,5,2,positive
81,2,1,23,5,2,positive
40,26,1,23,5,2,positive
102,26,1,23,5,2,positive
117,26,1,23,5,2,positive
40,28,1,23,5,2,positive
42,38,1,23,5,2,positive
44,38,1,23,5,2,positive
43,39,1,23,5,2,positive
43,41,1,23,5,2,positive
43,42,1,23,5,2,positive
44,43,1,23,5,2,positive
43,44,1,23,5,2,positive
44,47,1,23,5,2,positive
45,47,1,23,5,2,positive
113,48,1,23,5,2,positive
90,52,1,23,5,2,positive
91,54,1,23,5,2,positive
92,54,1,23,5,2,positive
66,55,1,23,5,2,positive
92,55,1,23,5,2,positive
94,55,1,23,5,2,positive
73,56,1,23,5,2,positive
75,56,1,23,5,2,positive
91,56,1,23,5,2,positive
94,57,1,23,5,2,positive
92,58,1,23,5,2,positive
92,59,1,23,5,2,positive
94,59,1,23,5,2,positive
36,71,1,23,5,2,positive
109,72,1,23,5,2,positive
22,73,1,23,5,2,positive
111,73,1,23,5,2,positive
113,73,1,23,5,2,positive
110,74,1,23,5,2,positive
111,74,1,23,5,2,positive
112,74,1,23,5,2,positive
70,75,1,23,5,2,positive
109,75,1,23,5,2,positive
114,75,1,23,5,2,positive
123,75,1,23,5,2,positive
124,75,1,23,5,2,positive
69,76,1,23,5,2,positive
71,76,1,23,5,2,positive
108,76,1,23,5,2,positive
109,76,1,23,5,2,positive
110,76,1,23,5,2,positive
112,76,1,23,5,2,positive
127,76,1,23,5,2,positive
13,77,1,23,5,2,positive
20,77,1,23,5,2,positive
70,77,1,23,5,2,positive
72,77,1,23,5,2,positive
110,77,1,23,5,2,positive
126,77,1,23,5,2,positive
14,78,1,23,5,2,positive
15,78,1,23,5,2,positive
20,78,1,23,5,2,positive
21,78,1,23,5,2,positive
126,78,1,23,5,2,positive
14,79,1,23,5,2,positive
125,79,1,23,5,2,positive
127,79,1,23,5,2,positive
70,80,1,23,5,2,positive
16,82,1,23,5,2,positive
16,85,1,23,5,2,positive
29,85,1,23,5,2,positive
93,92,1,23,5,2,positive
93,93,1,23,5,2,positive
81,99,1,23,5,2,positive
81,100,1,23,5,2,positive
29,101,1,23,5,2,positive
79,101,1,23,5,2,positive
21,102,1,23,5,2,positive
29,102,1,23,5,2,positive
19,103,1,23,5,2,positive
20,103,1,23,5,2,positive
21,103,1,23,5,2,positive
111,104,1,23,5,2,positive
112,104,1,23,5,2,positive
112,105,1,23,5,2,positive
113,106,1,23,5,2,positive
116,107,1,23,5,2,positive
115,108,1,23,5,2,positive
108,109,1,23,5,2,positive
108,110,1,23,5,2,positive
109,110,1,23,5,2,positive
24,112,1,23,5,2,positive
90,117,1,23,5,2,positive
89,118,1,23,5,2,positive
39,120,1,23,5,2,positive
40,120,1,23,5,2,positive
18,125,1,23,5,2,positive
18,126,1,23,5,2,positive
98,126,1,23,5,2,positive
17,127,1,23,5,2,positive
19,127,1,23,5,2,positive
97,127,1,23,5,2,positive
20,128,1,23,5,2,positive
49,6,1,23,5,5,positive
50,7,1,23,5,5,positive
47,9,1,23,5,5,positive
117,9,1,23,5,5,positive
117,11,1,23,5,5,positive
112,12,1,23,5,5,positive
113,12,1,23,5,5,positive
121,12,1,23,5,5,positive
36,15,1,23,5,5,positive
35,18,1,23,5,5,positive
38,19,1,23,5,5,positive
105,25,1,23,5,5,positive
42,26,1,23,5,5,positive
46,26,1,23,5,5,positive
7,27,1,23,5,5,positive
37,28,1,23,5,5,positive
8,29,1,23,5,5,positive
23,29,1,23,5,5,positive
36,29,1,23,5,5,positive
74,36,1,23,5,5,positive
69,37,1,23,5,5,positive
87,45,1,23,5,5,positive
92,46,1,23,5,5,positive
56,48,1,23,5,5,positive
57,48,1,23,5,5,positive
51,50,1,23,5,5,positive
54,50,1,23,5,5,positive
55,50,1,23,5,5,positive
91,55,1,23,5,5,positive
94,56,1,23,5,5,positive
98,57,1,23,5,5,positive
5,63,1,23,5,5,positive
37,69,1,23,5,5,positive
33,71,1,23,5,5,positive
33,72,1,23,5,5,positive
35,72,1,23,5,5,positive
36,72,1,23,5,5,positive
36,73,1,23,5,5,positive
34,75,1,23,5,5,positive
69,76,1,23,5,5,positive
70,76,1,23,5,5,positive
72,76,1,23,5,5,positive
73,76,1,23,5,5,positive
38,77,1,23,5,5,positive
73,77,1,23,5,5,positive
19,78,1,23,5,5,positive
72,79,1,23,5,5,positive
15,80,1,23,5,5,positive
11,81,1,23,5,5,positive
16,81,1,23,5,5,positive
72,81,1,23,5,5,positive
117,82,1,23,5,5,positive
14,83,1,23,5,5,positive
16,83,1,23,5,5,positive
105,83,1,23,5,5,positive
111,84,1,23,5,5,positive
16,85,1,23,5,5,positive
19,87,1,23,5,5,positive
19,88,1,23,5,5,positive
107,89,1,23,5,5,positive
19,92,1,23,5,5,positive
59,92,1,23,5,5,positive
21,93,1,23,5,5,positive
56,93,1,23,5,5,positive
66,94,1,23,5,5,positive
102,97,1,23,5,5,positive
101,98,1,23,5,5,positive
99,99,1,23,5,5,positive
70,101,1,23,5,5,positive
69,105,1,23,5,5,positive
70,105,1,23,5,5,positive
113,105,1,23,5,5,positive
113,106,1,23,5,5,positive
115,107,1,23,5,5,positive
68,108,1,23,5,5,positive
70,109,1,23,5,5,positive
113,109,1,23,5,5,positive
65,110,1,23,5,5,positive
109,110,1,23,5,5,positive
21,111,1,23,5,5,positive
23,112,1,23,5,5,positive
24,112,1,23,5,5,positive
81,112,1,23,5,5,positive
109,112,1,23,5,5,positive
103,113,1,23,5,5,positive
105,113,1,23,5,5,positive
76,114,1,23,5,5,positive
78,114,1,23,5,5,positive
85,116,1,23,5,5,positive
89,119,1,23,5,5,positive
67,122,1,23,5,5,positive
88,122,1,23,5,5,positive
93,122,1,23,5,5,positive
96,123,1,23,5,5,positive
95,125,1,23,5,5,positive
15,126,1,23,5,5,positive
18,126,1,23,5,5,positive
13,127,1,23,5,5,positive
98,127,1,23,5,5,positive
95,128,1,23,5,5,positive
16,4,1,23,5,15,positive
12,10,1,23,5,15,positive
16,13,1,23,5,15,positive
15,17,1,23,5,15,positive
57,17,1,23,5,15,positive
56,20,1,23,5,15,positive
69,21,1,23,5,15,positive
25,23,1,23,5,15,positive
58,23,1,23,5,15,positive
11,24,1,23,5,15,positive
124,24,1,23,5,15,positive
67,26,1,23,5,15,positive
4,28,1,23,5,15,positive
19,29,1,23,5,15,positive
43,29,1,23,5,15,positive
18,31,1,23,5,15,positive
43,32,1,23,5,15,positive
19,33,1,23,5,15,positive
32,33,1,23,5,15,positive
33,34,1,23,5,15,positive
57,36,1,23,5,15,positive
33,38,1,23,5,15,positive
49,40,1,23,5,15,positive
94,40,1,23,5,15,positive
24,41,1,23,5,15,positive
37,41,1,23,5,15,positive
27,42,1,23,5,15,positive
50,42,1,23,5,15,positive
97,42,1,23,5,15,positive
69,44,1,23,5,15,positive
87,45,1,23,5,15,positive
38,46,1,23,5,15,positive
44,46,1,23,5,15,positive
70,46,1,23,5,15,positive
57,48,1,23,5,15,positive
96,48,1,23,5,15,positive
105,49,1,23,5,15,positive
39,52,1,23,5,15,positive
66,55,1,23,5,15,positive
38,57,1,23,5,15,positive
93,59,1,23,5,15,positive
64,60,1,23,5,15,positive
126,60,1,23,5,15,positive
128,61,1,23,5,15,positive
36,68,1,23,5,15,positive
24,70,1,23,5,15,positive
36,71,1,23,5,15,positive
22,72,1,23,5,15,positive
26,73,1,23,5,15,positive
34,74,1,23,5,15,positive
73,75,1,23,5,15,positive
14,76,1,23,5,15,positive
40,76,1,23,5,15,positive
20,78,1,23,5,15,positive
21,78,1,23,5,15,positive
71,78,1,23,5,15,positive
11,79,1,23,5,15,positive
24,79,1,23,5,15,positive
60,81,1,23,5,15,positive
26,82,1,23,5,15,positive
16,83,1,23,5,15,positive
68,84,1,23,5,15,positive
16,88,1,23,5,15,positive
16,89,1,23,5,15,positive
67,90,1,23,5,15,positive
88,92,1,23,5,15,positive
16,93,1,23,5,15,positive
23,93,1,23,5,15,positive
7,94,1,23,5,15,positive
24,95,1,23,5,15,positive
26,95,1,23,5,15,positive
52,95,1,23,5,15,positive
19,97,1,23,5,15,positive
84,99,1,23,5,15,positive
70,100,1,23,5,15,positive
25,101,1,23,5,15,positive
70,102,1,23,5,15,positive
89,102,1,23,5,15,positive
114,102,1,23,5,15,positive
28,103,1,23,5,15,positive
67,105,1,23,5,15,positive
81,105,1,23,5,15,positive
121,105,1,23,5,15,positive
79,106,1,23,5,15,positive
86,106,1,23,5,15,positive
67,108,1,23,5,15,positive
118,111,1,23,5,15,positive
91,112,1,23,5,15,positive
86,113,1,23,5,15,positive
78,114,1,23,5,15,positive
80,120,1,23,5,15,positive
14,122,1,23,5,15,positive
13,123,1,23,5,15,positive
101,123,1,23,5,15,positive
18,125,1,23,5,15,positive
118,125,1,23,5,15,positive
18,126,1,23,5,15,positive
30,126,1,23,5,15,positive
116,126,1,23,5,15,positive
18,128,1,23,5,15,positive
109,7,1,23,5,2,negative
111,7,1,23,5,2,negative
113,10,1,23,5,2,negative
112,11,1,23,5,2,negative
12,12,1,23,5,2,negative
112,13,1,23,5,2,negative
112,14,1,23,5,2,negative
70,24,1,23,5,2,negative
90,25,1,23,5,2,negative
91,25,1,23,5,2,negative
29,26,1,23,5,2,negative
41,26,1,23,5,2,negative
72,26,1,23,5,2,negative
28,27,1,23,5,2,negative
29,28,1,23,5,2,negative
