rep,rangepars,x,y,pres
34,5,67,2,1
34,5,49,3,1
34,5,81,3,1
34,5,74,4,1
34,5,114,4,1
34,5,29,5,1
34,5,50,5,1
34,5,122,5,1
34,5,46,6,1
34,5,118,6,1
34,5,78,8,1
34,5,118,8,1
34,5,36,9,1
34,5,75,10,1
34,5,44,13,1
34,5,60,14,1
34,5,77,14,1
34,5,83,16,1
34,5,55,17,1
34,5,55,22,1
34,5,80,22,1
34,5,122,23,1
34,5,91,25,1
34,5,3,26,1
34,5,44,26,1
34,5,111,27,1
34,5,64,28,1
34,5,81,28,1
34,5,119,29,1
34,5,10,32,1
34,5,49,32,1
34,5,55,32,1
34,5,123,32,1
34,5,69,35,1
34,5,51,37,1
34,5,105,37,1
34,5,20,39,1
34,5,25,39,1
34,5,123,42,1
34,5,5,43,1
34,5,123,43,1
34,5,14,48,1
34,5,32,49,1
34,5,7,51,1
34,5,35,51,1
34,5,75,54,1
34,5,59,56,1
34,5,89,56,1
34,5,33,57,1
34,5,102,61,1
34,5,112,64,1
34,5,97,65,1
34,5,70,71,1
34,5,104,71,1
34,5,11,72,1
34,5,105,77,1
34,5,114,78,1
34,5,80,81,1
34,5,61,84,1
34,5,99,84,1
34,5,100,84,1
34,5,54,85,1
34,5,113,87,1
34,5,35,89,1
34,5,88,90,1
34,5,45,91,1
34,5,121,94,1
34,5,70,96,1
34,5,59,99,1
34,5,53,101,1
34,5,65,105,1
34,5,67,106,1
34,5,61,107,1
34,5,27,108,1
34,5,29,108,1
34,5,41,108,1
34,5,97,108,1
34,5,99,108,1
34,5,31,109,1
34,5,106,109,1
34,5,113,113,1
34,5,39,115,1
34,5,95,116,1
34,5,29,117,1
34,5,42,118,1
34,5,53,118,1
34,5,14,119,1
34,5,18,119,1
34,5,18,120,1
34,5,20,121,1
34,5,36,121,1
34,5,29,123,1
34,5,121,123,1
34,5,41,124,1
34,5,42,124,1
34,5,116,124,1
34,5,106,125,1
34,5,68,126,1
34,5,1,127,1
34,5,86,127,1
