rep,rangepars,x,y,pres
91,15,117,1,1
91,15,97,2,1
91,15,21,4,1
91,15,57,5,1
91,15,70,5,1
91,15,108,6,1
91,15,128,6,1
91,15,9,7,1
91,15,21,7,1
91,15,6,8,1
91,15,41,8,1
91,15,52,8,1
91,15,36,9,1
91,15,12,11,1
91,15,47,11,1
91,15,74,12,1
91,15,9,15,1
91,15,23,19,1
91,15,91,20,1
91,15,25,22,1
91,15,123,22,1
91,15,98,23,1
91,15,98,24,1
91,15,105,24,1
91,15,100,25,1
91,15,33,30,1
91,15,120,32,1
91,15,116,33,1
91,15,104,35,1
91,15,108,35,1
91,15,18,36,1
91,15,69,36,1
91,15,54,38,1
91,15,27,40,1
91,15,10,42,1
91,15,123,42,1
91,15,69,43,1
91,15,103,45,1
91,15,116,45,1
91,15,128,46,1
91,15,15,48,1
91,15,118,49,1
91,15,92,51,1
91,15,111,51,1
91,15,73,52,1
91,15,111,52,1
91,15,26,53,1
91,15,67,53,1
91,15,64,54,1
91,15,12,57,1
91,15,89,58,1
91,15,95,58,1
91,15,46,59,1
91,15,54,59,1
91,15,5,63,1
91,15,87,64,1
91,15,116,64,1
91,15,6,65,1
91,15,62,67,1
91,15,39,71,1
91,15,124,71,1
91,15,110,73,1
91,15,55,78,1
91,15,66,78,1
91,15,87,83,1
91,15,44,84,1
91,15,123,84,1
91,15,13,85,1
91,15,82,85,1
91,15,89,87,1
91,15,76,88,1
91,15,9,97,1
91,15,123,99,1
91,15,85,100,1
91,15,103,101,1
91,15,4,102,1
91,15,41,102,1
91,15,43,102,1
91,15,30,103,1
91,15,63,103,1
91,15,125,103,1
91,15,43,105,1
91,15,113,105,1
91,15,10,107,1
91,15,116,107,1
91,15,82,110,1
91,15,30,113,1
91,15,71,113,1
91,15,100,113,1
91,15,126,113,1
91,15,55,115,1
91,15,86,116,1
91,15,89,117,1
91,15,21,120,1
91,15,57,122,1
91,15,27,123,1
91,15,41,123,1
91,15,35,126,1
91,15,35,128,1
91,15,108,128,1
