y,x,pres,rep,rangepar,disp,method
77,1,1,83,15,2,neutral
78,1,1,83,15,2,neutral
11,2,1,83,15,2,neutral
125,2,1,83,15,2,neutral
77,3,1,83,15,2,neutral
125,3,1,83,15,2,neutral
125,4,1,83,15,2,neutral
126,4,1,83,15,2,neutral
36,5,1,83,15,2,neutral
37,6,1,83,15,2,neutral
1,8,1,83,15,2,neutral
3,9,1,83,15,2,neutral
5,9,1,83,15,2,neutral
4,10,1,83,15,2,neutral
59,12,1,83,15,2,neutral
21,15,1,83,15,2,neutral
23,15,1,83,15,2,neutral
20,16,1,83,15,2,neutral
20,17,1,83,15,2,neutral
21,17,1,83,15,2,neutral
112,17,1,83,15,2,neutral
111,18,1,83,15,2,neutral
112,18,1,83,15,2,neutral
111,19,1,83,15,2,neutral
63,20,1,83,15,2,neutral
53,29,1,83,15,2,neutral
54,29,1,83,15,2,neutral
54,30,1,83,15,2,neutral
25,31,1,83,15,2,neutral
26,31,1,83,15,2,neutral
49,31,1,83,15,2,neutral
27,32,1,83,15,2,neutral
47,32,1,83,15,2,neutral
48,32,1,83,15,2,neutral
45,33,1,83,15,2,neutral
49,33,1,83,15,2,neutral
52,33,1,83,15,2,neutral
52,34,1,83,15,2,neutral
119,41,1,83,15,2,neutral
119,42,1,83,15,2,neutral
23,57,1,83,15,2,neutral
24,57,1,83,15,2,neutral
23,58,1,83,15,2,neutral
24,59,1,83,15,2,neutral
100,68,1,83,15,2,neutral
81,69,1,83,15,2,neutral
99,69,1,83,15,2,neutral
106,70,1,83,15,2,neutral
106,71,1,83,15,2,neutral
74,72,1,83,15,2,neutral
106,72,1,83,15,2,neutral
105,73,1,83,15,2,neutral
107,74,1,83,15,2,neutral
49,75,1,83,15,2,neutral
27,78,1,83,15,2,neutral
26,79,1,83,15,2,neutral
45,79,1,83,15,2,neutral
45,80,1,83,15,2,neutral
105,82,1,83,15,2,neutral
103,83,1,83,15,2,neutral
104,83,1,83,15,2,neutral
94,93,1,83,15,2,neutral
49,94,1,83,15,2,neutral
92,94,1,83,15,2,neutral
40,95,1,83,15,2,neutral
42,95,1,83,15,2,neutral
52,103,1,83,15,2,neutral
53,103,1,83,15,2,neutral
77,103,1,83,15,2,neutral
77,104,1,83,15,2,neutral
76,105,1,83,15,2,neutral
79,105,1,83,15,2,neutral
10,115,1,83,15,2,neutral
12,115,1,83,15,2,neutral
43,117,1,83,15,2,neutral
44,117,1,83,15,2,neutral
53,117,1,83,15,2,neutral
54,117,1,83,15,2,neutral
45,118,1,83,15,2,neutral
54,118,1,83,15,2,neutral
53,120,1,83,15,2,neutral
69,121,1,83,15,2,neutral
70,121,1,83,15,2,neutral
75,121,1,83,15,2,neutral
51,122,1,83,15,2,neutral
52,122,1,83,15,2,neutral
67,122,1,83,15,2,neutral
69,122,1,83,15,2,neutral
70,122,1,83,15,2,neutral
49,123,1,83,15,2,neutral
51,123,1,83,15,2,neutral
66,123,1,83,15,2,neutral
75,123,1,83,15,2,neutral
66,124,1,83,15,2,neutral
67,124,1,83,15,2,neutral
68,124,1,83,15,2,neutral
71,124,1,83,15,2,neutral
67,125,1,83,15,2,neutral
68,125,1,83,15,2,neutral
69,125,1,83,15,2,neutral
19,1,1,83,15,5,neutral
19,2,1,83,15,5,neutral
20,2,1,83,15,5,neutral
112,13,1,83,15,5,neutral
53,14,1,83,15,5,neutral
26,15,1,83,15,5,neutral
31,15,1,83,15,5,neutral
57,15,1,83,15,5,neutral
58,15,1,83,15,5,neutral
112,15,1,83,15,5,neutral
59,16,1,83,15,5,neutral
113,16,1,83,15,5,neutral
16,17,1,83,15,5,neutral
115,17,1,83,15,5,neutral
32,18,1,83,15,5,neutral
113,18,1,83,15,5,neutral
118,18,1,83,15,5,neutral
112,19,1,83,15,5,neutral
114,19,1,83,15,5,neutral
116,19,1,83,15,5,neutral
113,20,1,83,15,5,neutral
17,22,1,83,15,5,neutral
19,22,1,83,15,5,neutral
116,22,1,83,15,5,neutral
15,25,1,83,15,5,neutral
16,25,1,83,15,5,neutral
28,31,1,83,15,5,neutral
11,32,1,83,15,5,neutral
10,33,1,83,15,5,neutral
10,35,1,83,15,5,neutral
10,36,1,83,15,5,neutral
10,38,1,83,15,5,neutral
4,49,1,83,15,5,neutral
5,51,1,83,15,5,neutral
3,52,1,83,15,5,neutral
7,53,1,83,15,5,neutral
49,57,1,83,15,5,neutral
49,65,1,83,15,5,neutral
74,66,1,83,15,5,neutral
112,66,1,83,15,5,neutral
97,67,1,83,15,5,neutral
110,67,1,83,15,5,neutral
109,68,1,83,15,5,neutral
114,68,1,83,15,5,neutral
45,69,1,83,15,5,neutral
75,69,1,83,15,5,neutral
77,70,1,83,15,5,neutral
79,70,1,83,15,5,neutral
126,71,1,83,15,5,neutral
45,72,1,83,15,5,neutral
56,72,1,83,15,5,neutral
112,72,1,83,15,5,neutral
49,73,1,83,15,5,neutral
50,73,1,83,15,5,neutral
59,73,1,83,15,5,neutral
105,73,1,83,15,5,neutral
108,73,1,83,15,5,neutral
110,73,1,83,15,5,neutral
126,73,1,83,15,5,neutral
50,74,1,83,15,5,neutral
65,74,1,83,15,5,neutral
108,74,1,83,15,5,neutral
41,75,1,83,15,5,neutral
61,75,1,83,15,5,neutral
84,75,1,83,15,5,neutral
89,76,1,83,15,5,neutral
92,76,1,83,15,5,neutral
106,77,1,83,15,5,neutral
125,79,1,83,15,5,neutral
123,81,1,83,15,5,neutral
125,82,1,83,15,5,neutral
122,83,1,83,15,5,neutral
126,83,1,83,15,5,neutral
6,84,1,83,15,5,neutral
103,84,1,83,15,5,neutral
125,84,1,83,15,5,neutral
127,84,1,83,15,5,neutral
128,84,1,83,15,5,neutral
100,85,1,83,15,5,neutral
128,85,1,83,15,5,neutral
127,86,1,83,15,5,neutral
40,88,1,83,15,5,neutral
40,89,1,83,15,5,neutral
38,90,1,83,15,5,neutral
94,95,1,83,15,5,neutral
55,108,1,83,15,5,neutral
56,109,1,83,15,5,neutral
33,110,1,83,15,5,neutral
56,110,1,83,15,5,neutral
51,115,1,83,15,5,neutral
52,116,1,83,15,5,neutral
54,116,1,83,15,5,neutral
95,120,1,83,15,5,neutral
117,120,1,83,15,5,neutral
93,121,1,83,15,5,neutral
75,123,1,83,15,5,neutral
91,123,1,83,15,5,neutral
88,125,1,83,15,5,neutral
87,126,1,83,15,5,neutral
90,127,1,83,15,5,neutral
19,1,1,83,15,15,neutral
127,1,1,83,15,15,neutral
19,3,1,83,15,15,neutral
33,3,1,83,15,15,neutral
42,3,1,83,15,15,neutral
66,3,1,83,15,15,neutral
34,4,1,83,15,15,neutral
22,5,1,83,15,15,neutral
70,7,1,83,15,15,neutral
80,10,1,83,15,15,neutral
9,11,1,83,15,15,neutral
63,11,1,83,15,15,neutral
71,11,1,83,15,15,neutral
102,11,1,83,15,15,neutral
120,11,1,83,15,15,neutral
63,12,1,83,15,15,neutral
21,13,1,83,15,15,neutral
128,13,1,83,15,15,neutral
128,15,1,83,15,15,neutral
51,16,1,83,15,15,neutral
77,17,1,83,15,15,neutral
85,18,1,83,15,15,neutral
91,19,1,83,15,15,neutral
126,19,1,83,15,15,neutral
5,20,1,83,15,15,neutral
15,20,1,83,15,15,neutral
117,20,1,83,15,15,neutral
48,21,1,83,15,15,neutral
10,22,1,83,15,15,neutral
48,22,1,83,15,15,neutral
54,22,1,83,15,15,neutral
81,22,1,83,15,15,neutral
9,23,1,83,15,15,neutral
63,24,1,83,15,15,neutral
69,24,1,83,15,15,neutral
19,26,1,83,15,15,neutral
43,28,1,83,15,15,neutral
48,28,1,83,15,15,neutral
83,28,1,83,15,15,neutral
56,29,1,83,15,15,neutral
58,30,1,83,15,15,neutral
66,31,1,83,15,15,neutral
83,32,1,83,15,15,neutral
44,33,1,83,15,15,neutral
87,33,1,83,15,15,neutral
60,44,1,83,15,15,neutral
123,44,1,83,15,15,neutral
93,45,1,83,15,15,neutral
13,47,1,83,15,15,neutral
90,47,1,83,15,15,neutral
113,49,1,83,15,15,neutral
100,53,1,83,15,15,neutral
119,53,1,83,15,15,neutral
121,56,1,83,15,15,neutral
23,57,1,83,15,15,neutral
110,57,1,83,15,15,neutral
114,61,1,83,15,15,neutral
119,61,1,83,15,15,neutral
33,65,1,83,15,15,neutral
20,66,1,83,15,15,neutral
81,68,1,83,15,15,neutral
74,70,1,83,15,15,neutral
122,72,1,83,15,15,neutral
58,73,1,83,15,15,neutral
109,74,1,83,15,15,neutral
118,75,1,83,15,15,neutral
17,76,1,83,15,15,neutral
69,80,1,83,15,15,neutral
119,81,1,83,15,15,neutral
63,82,1,83,15,15,neutral
83,82,1,83,15,15,neutral
69,83,1,83,15,15,neutral
61,86,1,83,15,15,neutral
17,87,1,83,15,15,neutral
18,87,1,83,15,15,neutral
126,87,1,83,15,15,neutral
66,89,1,83,15,15,neutral
66,90,1,83,15,15,neutral
40,91,1,83,15,15,neutral
42,91,1,83,15,15,neutral
68,91,1,83,15,15,neutral
62,92,1,83,15,15,neutral
72,92,1,83,15,15,neutral
65,93,1,83,15,15,neutral
73,93,1,83,15,15,neutral
39,95,1,83,15,15,neutral
48,95,1,83,15,15,neutral
30,96,1,83,15,15,neutral
69,98,1,83,15,15,neutral
69,104,1,83,15,15,neutral
81,106,1,83,15,15,neutral
55,108,1,83,15,15,neutral
62,111,1,83,15,15,neutral
75,113,1,83,15,15,neutral
82,116,1,83,15,15,neutral
83,118,1,83,15,15,neutral
8,119,1,83,15,15,neutral
53,119,1,83,15,15,neutral
68,122,1,83,15,15,neutral
7,128,1,83,15,15,neutral
13,1,1,83,15,2,positive
20,1,1,83,15,2,positive
7,2,1,83,15,2,positive
8,2,1,83,15,2,positive
10,2,1,83,15,2,positive
12,2,1,83,15,2,positive
20,2,1,83,15,2,positive
11,3,1,83,15,2,positive
76,3,1,83,15,2,positive
78,3,1,83,15,2,positive
10,4,1,83,15,2,positive
74,4,1,83,15,2,positive
8,5,1,83,15,2,positive
9,5,1,83,15,2,positive
10,5,1,83,15,2,positive
84,5,1,83,15,2,positive
119,5,1,83,15,2,positive
83,6,1,83,15,2,positive
2,7,1,83,15,2,positive
9,7,1,83,15,2,positive
10,7,1,83,15,2,positive
117,7,1,83,15,2,positive
118,7,1,83,15,2,positive
2,8,1,83,15,2,positive
3,8,1,83,15,2,positive
119,8,1,83,15,2,positive
2,10,1,83,15,2,positive
22,16,1,83,15,2,positive
16,17,1,83,15,2,positive
18,17,1,83,15,2,positive
19,17,1,83,15,2,positive
22,17,1,83,15,2,positive
15,18,1,83,15,2,positive
16,18,1,83,15,2,positive
17,18,1,83,15,2,positive
18,18,1,83,15,2,positive
19,18,1,83,15,2,positive
20,18,1,83,15,2,positive
112,18,1,83,15,2,positive
15,19,1,83,15,2,positive
16,19,1,83,15,2,positive
17,19,1,83,15,2,positive
18,19,1,83,15,2,positive
20,19,1,83,15,2,positive
19,20,1,83,15,2,positive
47,28,1,83,15,2,positive
47,29,1,83,15,2,positive
56,30,1,83,15,2,positive
42,33,1,83,15,2,positive
42,34,1,83,15,2,positive
17,36,1,83,15,2,positive
75,36,1,83,15,2,positive
76,36,1,83,15,2,positive
14,37,1,83,15,2,positive
16,37,1,83,15,2,positive
18,37,1,83,15,2,positive
76,37,1,83,15,2,positive
16,38,1,83,15,2,positive
15,39,1,83,15,2,positive
5,50,1,83,15,2,positive
5,51,1,83,15,2,positive
101,67,1,83,15,2,positive
98,68,1,83,15,2,positive
101,68,1,83,15,2,positive
100,69,1,83,15,2,positive
107,74,1,83,15,2,positive
127,74,1,83,15,2,positive
127,75,1,83,15,2,positive
128,75,1,83,15,2,positive
127,76,1,83,15,2,positive
89,77,1,83,15,2,positive
90,79,1,83,15,2,positive
91,79,1,83,15,2,positive
89,80,1,83,15,2,positive
104,85,1,83,15,2,positive
40,86,1,83,15,2,positive
37,87,1,83,15,2,positive
44,90,1,83,15,2,positive
45,90,1,83,15,2,positive
46,91,1,83,15,2,positive
47,93,1,83,15,2,positive
49,93,1,83,15,2,positive
40,95,1,83,15,2,positive
37,96,1,83,15,2,positive
42,97,1,83,15,2,positive
53,103,1,83,15,2,positive
16,109,1,83,15,2,positive
54,117,1,83,15,2,positive
47,119,1,83,15,2,positive
54,119,1,83,15,2,positive
46,120,1,83,15,2,positive
116,120,1,83,15,2,positive
116,121,1,83,15,2,positive
96,122,1,83,15,2,positive
113,122,1,83,15,2,positive
117,122,1,83,15,2,positive
47,123,1,83,15,2,positive
115,123,1,83,15,2,positive
91,124,1,83,15,2,positive
90,125,1,83,15,2,positive
119,5,1,83,15,5,positive
73,6,1,83,15,5,positive
61,7,1,83,15,5,positive
74,7,1,83,15,5,positive
118,7,1,83,15,5,positive
2,10,1,83,15,5,positive
61,11,1,83,15,5,positive
31,15,1,83,15,5,positive
59,15,1,83,15,5,positive
55,29,1,83,15,5,positive
56,30,1,83,15,5,positive
44,31,1,83,15,5,positive
42,32,1,83,15,5,positive
44,32,1,83,15,5,positive
51,32,1,83,15,5,positive
14,35,1,83,15,5,positive
27,36,1,83,15,5,positive
76,36,1,83,15,5,positive
28,37,1,83,15,5,positive
77,37,1,83,15,5,positive
30,38,1,83,15,5,positive
31,39,1,83,15,5,positive
32,41,1,83,15,5,positive
83,41,1,83,15,5,positive
82,42,1,83,15,5,positive
118,54,1,83,15,5,positive
117,55,1,83,15,5,positive
120,55,1,83,15,5,positive
52,60,1,83,15,5,positive
54,60,1,83,15,5,positive
109,63,1,83,15,5,positive
110,63,1,83,15,5,positive
112,64,1,83,15,5,positive
28,76,1,83,15,5,positive
47,76,1,83,15,5,positive
49,76,1,83,15,5,positive
123,77,1,83,15,5,positive
36,78,1,83,15,5,positive
105,79,1,83,15,5,positive
118,79,1,83,15,5,positive
123,80,1,83,15,5,positive
125,80,1,83,15,5,positive
109,81,1,83,15,5,positive
123,81,1,83,15,5,positive
126,83,1,83,15,5,positive
126,84,1,83,15,5,positive
1,85,1,83,15,5,positive
4,86,1,83,15,5,positive
2,87,1,83,15,5,positive
4,87,1,83,15,5,positive
6,87,1,83,15,5,positive
54,87,1,83,15,5,positive
38,88,1,83,15,5,positive
39,89,1,83,15,5,positive
50,94,1,83,15,5,positive
61,100,1,83,15,5,positive
63,100,1,83,15,5,positive
53,101,1,83,15,5,positive
59,102,1,83,15,5,positive
60,102,1,83,15,5,positive
55,103,1,83,15,5,positive
58,104,1,83,15,5,positive
78,105,1,83,15,5,positive
81,106,1,83,15,5,positive
74,107,1,83,15,5,positive
76,108,1,83,15,5,positive
79,109,1,83,15,5,positive
77,110,1,83,15,5,positive
56,113,1,83,15,5,positive
48,116,1,83,15,5,positive
52,116,1,83,15,5,positive
69,116,1,83,15,5,positive
43,117,1,83,15,5,positive
48,117,1,83,15,5,positive
57,117,1,83,15,5,positive
52,118,1,83,15,5,positive
53,118,1,83,15,5,positive
69,118,1,83,15,5,positive
113,118,1,83,15,5,positive
115,118,1,83,15,5,positive
53,119,1,83,15,5,positive
55,119,1,83,15,5,positive
66,119,1,83,15,5,positive
113,119,1,83,15,5,positive
55,120,1,83,15,5,positive
66,120,1,83,15,5,positive
69,120,1,83,15,5,positive
116,120,1,83,15,5,positive
117,120,1,83,15,5,positive
62,121,1,83,15,5,positive
67,121,1,83,15,5,positive
97,121,1,83,15,5,positive
66,122,1,83,15,5,positive
68,122,1,83,15,5,positive
73,122,1,83,15,5,positive
74,122,1,83,15,5,positive
97,122,1,83,15,5,positive
98,122,1,83,15,5,positive
65,123,1,83,15,5,positive
116,125,1,83,15,5,positive
78,3,1,83,15,15,positive
63,4,1,83,15,15,positive
66,4,1,83,15,15,positive
125,4,1,83,15,15,positive
64,5,1,83,15,15,positive
36,8,1,83,15,15,positive
74,8,1,83,15,15,positive
2,10,1,83,15,15,positive
12,10,1,83,15,15,positive
58,10,1,83,15,15,positive
65,10,1,83,15,15,positive
39,11,1,83,15,15,positive
9,13,1,83,15,15,positive
25,13,1,83,15,15,positive
2,14,1,83,15,15,positive
23,14,1,83,15,15,positive
108,14,1,83,15,15,positive
6,16,1,83,15,15,positive
38,16,1,83,15,15,positive
127,16,1,83,15,15,positive
8,17,1,83,15,15,positive
65,18,1,83,15,15,positive
116,19,1,83,15,15,positive
53,20,1,83,15,15,positive
1,21,1,83,15,15,positive
121,21,1,83,15,15,positive
5,22,1,83,15,15,positive
51,22,1,83,15,15,positive
44,23,1,83,15,15,positive
119,23,1,83,15,15,positive
49,24,1,83,15,15,positive
42,27,1,83,15,15,positive
70,29,1,83,15,15,positive
56,30,1,83,15,15,positive
115,31,1,83,15,15,positive
125,31,1,83,15,15,positive
42,33,1,83,15,15,positive
4,37,1,83,15,15,positive
64,38,1,83,15,15,positive
68,38,1,83,15,15,positive
5,40,1,83,15,15,positive
65,42,1,83,15,15,positive
107,42,1,83,15,15,positive
116,43,1,83,15,15,positive
69,45,1,83,15,15,positive
5,48,1,83,15,15,positive
1,49,1,83,15,15,positive
116,50,1,83,15,15,positive
111,55,1,83,15,15,positive
124,55,1,83,15,15,positive
109,56,1,83,15,15,positive
110,58,1,83,15,15,positive
122,59,1,83,15,15,positive
126,61,1,83,15,15,positive
119,62,1,83,15,15,positive
123,62,1,83,15,15,positive
110,64,1,83,15,15,positive
120,66,1,83,15,15,positive
109,67,1,83,15,15,positive
80,68,1,83,15,15,positive
103,68,1,83,15,15,positive
114,68,1,83,15,15,positive
122,68,1,83,15,15,positive
115,69,1,83,15,15,positive
32,72,1,83,15,15,positive
51,74,1,83,15,15,positive
38,78,1,83,15,15,positive
45,78,1,83,15,15,positive
52,78,1,83,15,15,positive
117,80,1,83,15,15,positive
123,80,1,83,15,15,positive
108,81,1,83,15,15,positive
48,82,1,83,15,15,positive
125,82,1,83,15,15,positive
111,83,1,83,15,15,positive
18,84,1,83,15,15,positive
42,84,1,83,15,15,positive
15,85,1,83,15,15,positive
4,86,1,83,15,15,positive
114,86,1,83,15,15,positive
117,86,1,83,15,15,positive
34,87,1,83,15,15,positive
40,87,1,83,15,15,positive
118,87,1,83,15,15,positive
108,88,1,83,15,15,positive
11,90,1,83,15,15,positive
105,92,1,83,15,15,positive
52,95,1,83,15,15,positive
97,99,1,83,15,15,positive
56,108,1,83,15,15,positive
53,109,1,83,15,15,positive
37,111,1,83,15,15,positive
51,114,1,83,15,15,positive
79,114,1,83,15,15,positive
60,118,1,83,15,15,positive
38,119,1,83,15,15,positive
86,122,1,83,15,15,positive
87,122,1,83,15,15,positive
44,123,1,83,15,15,positive
64,126,1,83,15,15,positive
10,1,1,83,15,2,negative
11,1,1,83,15,2,negative
19,1,1,83,15,2,negative
20,1,1,83,15,2,negative
11,2,1,83,15,2,negative
12,2,1,83,15,2,negative
18,2,1,83,15,2,negative
37,6,1,83,15,2,negative
117,7,1,83,15,2,negative
37,8,1,83,15,2,negative
118,8,1,83,15,2,negative
119,8,1,83,15,2,negative
30,11,1,83,15,2,negative
30,13,1,83,15,2,negative
31,13,1,83,15,2,negative
111,14,1,83,15,2,negative
112,15,1,83,15,2,negative
114,15,1,83,15,2,negative
