rep,rangepars,x,y,pres
59,15,2,1,1
59,15,78,1,1
59,15,113,5,1
59,15,121,5,1
59,15,32,6,1
59,15,120,6,1
59,15,21,15,1
59,15,85,15,1
59,15,28,16,1
59,15,30,18,1
59,15,60,19,1
59,15,113,19,1
59,15,14,22,1
59,15,66,22,1
59,15,94,22,1
59,15,67,25,1
59,15,10,28,1
59,15,30,30,1
59,15,35,30,1
59,15,36,31,1
59,15,69,31,1
59,15,76,31,1
59,15,123,31,1
59,15,47,34,1
59,15,120,34,1
59,15,2,35,1
59,15,49,38,1
59,15,105,38,1
59,15,8,43,1
59,15,47,45,1
59,15,82,46,1
59,15,127,47,1
59,15,128,47,1
59,15,31,49,1
59,15,123,49,1
59,15,59,50,1
59,15,83,50,1
59,15,75,51,1
59,15,105,51,1
59,15,121,52,1
59,15,57,53,1
59,15,81,53,1
59,15,111,53,1
59,15,1,54,1
59,15,63,54,1
59,15,106,55,1
59,15,36,56,1
59,15,13,57,1
59,15,62,59,1
59,15,43,61,1
59,15,87,62,1
59,15,96,64,1
59,15,126,64,1
59,15,75,66,1
59,15,1,67,1
59,15,73,70,1
59,15,82,70,1
59,15,128,70,1
59,15,61,73,1
59,15,64,73,1
59,15,67,75,1
59,15,27,78,1
59,15,84,80,1
59,15,125,84,1
59,15,102,86,1
59,15,128,86,1
59,15,64,87,1
59,15,16,88,1
59,15,34,88,1
59,15,121,88,1
59,15,117,90,1
59,15,3,92,1
59,15,94,92,1
59,15,78,93,1
59,15,84,93,1
59,15,28,94,1
59,15,67,95,1
59,15,68,95,1
59,15,104,96,1
59,15,76,97,1
59,15,38,99,1
59,15,89,102,1
59,15,20,105,1
59,15,33,109,1
59,15,101,109,1
59,15,120,110,1
59,15,66,112,1
59,15,98,112,1
59,15,81,114,1
59,15,110,115,1
59,15,38,116,1
59,15,81,119,1
59,15,28,120,1
59,15,63,121,1
59,15,49,122,1
59,15,53,122,1
59,15,17,124,1
59,15,11,127,1
59,15,96,127,1
59,15,98,127,1
