rep,rangepars,x,y,pres
90,15,115,4,1
90,15,5,5,1
90,15,38,6,1
90,15,4,7,1
90,15,24,7,1
90,15,121,8,1
90,15,124,8,1
90,15,125,8,1
90,15,106,9,1
90,15,38,11,1
90,15,109,14,1
90,15,68,15,1
90,15,78,17,1
90,15,85,17,1
90,15,29,19,1
90,15,71,24,1
90,15,71,27,1
90,15,76,27,1
90,15,111,27,1
90,15,17,29,1
90,15,64,30,1
90,15,125,31,1
90,15,74,33,1
90,15,87,34,1
90,15,13,35,1
90,15,21,36,1
90,15,36,39,1
90,15,17,42,1
90,15,29,43,1
90,15,61,43,1
90,15,88,45,1
90,15,31,46,1
90,15,81,47,1
90,15,18,48,1
90,15,89,48,1
90,15,120,48,1
90,15,49,50,1
90,15,51,50,1
90,15,72,51,1
90,15,59,53,1
90,15,112,55,1
90,15,43,57,1
90,15,15,62,1
90,15,70,64,1
90,15,82,64,1
90,15,102,66,1
90,15,118,66,1
90,15,78,68,1
90,15,98,68,1
90,15,43,69,1
90,15,104,69,1
90,15,3,71,1
90,15,121,71,1
90,15,87,72,1
90,15,21,73,1
90,15,34,74,1
90,15,79,74,1
90,15,3,75,1
90,15,97,75,1
90,15,6,76,1
90,15,9,76,1
90,15,70,80,1
90,15,97,80,1
90,15,24,82,1
90,15,111,83,1
90,15,10,85,1
90,15,70,85,1
90,15,7,86,1
90,15,72,86,1
90,15,75,88,1
90,15,89,89,1
90,15,48,90,1
90,15,64,93,1
90,15,121,93,1
90,15,44,94,1
90,15,47,95,1
90,15,33,97,1
90,15,72,98,1
90,15,36,101,1
90,15,38,101,1
90,15,127,102,1
90,15,7,103,1
90,15,125,103,1
90,15,12,107,1
90,15,60,109,1
90,15,90,109,1
90,15,26,111,1
90,15,18,116,1
90,15,95,118,1
90,15,70,119,1
90,15,120,119,1
90,15,1,120,1
90,15,16,121,1
90,15,113,121,1
90,15,63,122,1
90,15,40,123,1
90,15,101,123,1
90,15,58,126,1
90,15,40,127,1
90,15,77,128,1
