y,x,pres,rep,rangepar,disp,method
5,8,1,92,30,2,neutral
7,8,1,92,30,2,neutral
7,9,1,92,30,2,neutral
75,9,1,92,30,2,neutral
6,10,1,92,30,2,neutral
7,10,1,92,30,2,neutral
56,10,1,92,30,2,neutral
59,17,1,92,30,2,neutral
88,29,1,92,30,2,neutral
88,30,1,92,30,2,neutral
126,34,1,92,30,2,neutral
127,35,1,92,30,2,neutral
51,36,1,92,30,2,neutral
125,36,1,92,30,2,neutral
51,37,1,92,30,2,neutral
89,41,1,92,30,2,neutral
88,42,1,92,30,2,neutral
89,42,1,92,30,2,neutral
90,42,1,92,30,2,neutral
78,43,1,92,30,2,neutral
87,43,1,92,30,2,neutral
89,43,1,92,30,2,neutral
76,44,1,92,30,2,neutral
75,45,1,92,30,2,neutral
77,45,1,92,30,2,neutral
78,45,1,92,30,2,neutral
79,45,1,92,30,2,neutral
80,45,1,92,30,2,neutral
81,45,1,92,30,2,neutral
83,45,1,92,30,2,neutral
74,46,1,92,30,2,neutral
76,46,1,92,30,2,neutral
77,46,1,92,30,2,neutral
79,46,1,92,30,2,neutral
80,46,1,92,30,2,neutral
81,46,1,92,30,2,neutral
77,47,1,92,30,2,neutral
79,47,1,92,30,2,neutral
76,48,1,92,30,2,neutral
77,48,1,92,30,2,neutral
79,48,1,92,30,2,neutral
81,48,1,92,30,2,neutral
67,50,1,92,30,2,neutral
68,52,1,92,30,2,neutral
73,53,1,92,30,2,neutral
74,53,1,92,30,2,neutral
67,54,1,92,30,2,neutral
73,54,1,92,30,2,neutral
76,57,1,92,30,2,neutral
76,58,1,92,30,2,neutral
79,58,1,92,30,2,neutral
108,58,1,92,30,2,neutral
25,59,1,92,30,2,neutral
78,59,1,92,30,2,neutral
79,59,1,92,30,2,neutral
107,59,1,92,30,2,neutral
109,59,1,92,30,2,neutral
108,60,1,92,30,2,neutral
36,61,1,92,30,2,neutral
108,61,1,92,30,2,neutral
36,62,1,92,30,2,neutral
37,62,1,92,30,2,neutral
33,63,1,92,30,2,neutral
34,64,1,92,30,2,neutral
35,64,1,92,30,2,neutral
54,69,1,92,30,2,neutral
52,70,1,92,30,2,neutral
39,75,1,92,30,2,neutral
55,84,1,92,30,2,neutral
56,89,1,92,30,2,neutral
123,91,1,92,30,2,neutral
124,92,1,92,30,2,neutral
125,92,1,92,30,2,neutral
45,103,1,92,30,2,neutral
107,103,1,92,30,2,neutral
93,104,1,92,30,2,neutral
94,104,1,92,30,2,neutral
107,104,1,92,30,2,neutral
6,105,1,92,30,2,neutral
7,105,1,92,30,2,neutral
38,105,1,92,30,2,neutral
92,105,1,92,30,2,neutral
93,105,1,92,30,2,neutral
95,105,1,92,30,2,neutral
108,105,1,92,30,2,neutral
37,106,1,92,30,2,neutral
38,106,1,92,30,2,neutral
45,106,1,92,30,2,neutral
95,106,1,92,30,2,neutral
94,107,1,92,30,2,neutral
110,119,1,92,30,2,neutral
105,121,1,92,30,2,neutral
104,123,1,92,30,2,neutral
16,124,1,92,30,2,neutral
17,124,1,92,30,2,neutral
16,125,1,92,30,2,neutral
17,125,1,92,30,2,neutral
40,128,1,92,30,2,neutral
42,128,1,92,30,2,neutral
43,128,1,92,30,2,neutral
7,5,1,92,30,5,neutral
8,5,1,92,30,5,neutral
70,5,1,92,30,5,neutral
87,5,1,92,30,5,neutral
71,6,1,92,30,5,neutral
9,7,1,92,30,5,neutral
5,8,1,92,30,5,neutral
54,9,1,92,30,5,neutral
101,10,1,92,30,5,neutral
99,11,1,92,30,5,neutral
56,12,1,92,30,5,neutral
52,13,1,92,30,5,neutral
78,16,1,92,30,5,neutral
61,17,1,92,30,5,neutral
77,17,1,92,30,5,neutral
59,19,1,92,30,5,neutral
50,25,1,92,30,5,neutral
95,25,1,92,30,5,neutral
82,27,1,92,30,5,neutral
26,28,1,92,30,5,neutral
51,28,1,92,30,5,neutral
84,28,1,92,30,5,neutral
85,29,1,92,30,5,neutral
86,29,1,92,30,5,neutral
90,29,1,92,30,5,neutral
27,30,1,92,30,5,neutral
24,31,1,92,30,5,neutral
30,31,1,92,30,5,neutral
82,31,1,92,30,5,neutral
85,31,1,92,30,5,neutral
88,31,1,92,30,5,neutral
89,31,1,92,30,5,neutral
