rep,rangepars,x,y,pres
31,15,100,1,1
31,15,59,4,1
31,15,85,4,1
31,15,20,6,1
31,15,128,7,1
31,15,14,8,1
31,15,62,8,1
31,15,124,8,1
31,15,107,10,1
31,15,54,11,1
31,15,111,11,1
31,15,75,12,1
31,15,101,13,1
31,15,46,14,1
31,15,112,14,1
31,15,4,16,1
31,15,21,16,1
31,15,57,17,1
31,15,97,19,1
31,15,101,20,1
31,15,63,23,1
31,15,111,23,1
31,15,47,25,1
31,15,77,26,1
31,15,34,27,1
31,15,115,27,1
31,15,36,33,1
31,15,24,34,1
31,15,117,36,1
31,15,15,38,1
31,15,7,39,1
31,15,36,40,1
31,15,81,42,1
31,15,76,45,1
31,15,110,45,1
31,15,21,47,1
31,15,45,47,1
31,15,34,50,1
31,15,40,50,1
31,15,122,50,1
31,15,62,51,1
31,15,8,52,1
31,15,53,53,1
31,15,5,55,1
31,15,90,57,1
31,15,105,60,1
31,15,24,64,1
31,15,44,69,1
31,15,52,69,1
31,15,28,71,1
31,15,6,72,1
31,15,11,72,1
31,15,22,72,1
31,15,39,72,1
31,15,58,77,1
31,15,51,78,1
31,15,54,79,1
31,15,58,86,1
31,15,119,86,1
31,15,36,88,1
31,15,38,89,1
31,15,106,89,1
31,15,115,89,1
31,15,45,90,1
31,15,70,93,1
31,15,22,95,1
31,15,114,95,1
31,15,111,96,1
31,15,52,97,1
31,15,115,99,1
31,15,42,100,1
31,15,5,101,1
31,15,110,101,1
31,15,43,102,1
31,15,101,102,1
31,15,9,103,1
31,15,12,105,1
31,15,108,105,1
31,15,32,106,1
31,15,1,107,1
31,15,2,107,1
31,15,46,107,1
31,15,47,108,1
31,15,124,108,1
31,15,127,108,1
31,15,2,110,1
31,15,123,110,1
31,15,11,111,1
31,15,97,111,1
31,15,18,112,1
31,15,91,113,1
31,15,125,113,1
31,15,116,115,1
31,15,124,115,1
31,15,48,117,1
31,15,65,119,1
31,15,88,123,1
31,15,27,125,1
31,15,95,125,1
31,15,4,128,1
